EntrezGene ID	RefSeq ncRNA [e.g. NR_002834]
55718	
101060521	
29903	
5149	
2515	
3596	
64127	
124411	
100130480	NR_120518
64344	
27121	
728431	NR_038842
23327	
84330	
1945	
100499405	NR_036466
10585	
101928725	
101929504	NR_125863
22858	
84885	
5099	
84958	
25930	
5264	
5718	
102724933	NR_120492
51619	
23286	
140823	
84282	
8736	
151649	
100463289	
541578	
51151	
85021	
26468	
79587	
51136	
7275	
81697	
56666	
100505746	NR_038315
100505746	NR_038314
100505746	
251	
390081	
100874032	NR_046734
56943	
10439	
81099	
129521	
55290	
30061	
2168	
100128750	NR_046205
100128750	
55539	NR_024627
9425	
30834	
402415	
54785	
1144	
7010	
29942	
51545	
10902	
100873947	NR_046669
154807	
5916	
644050	NR_104176
644050	
7431	
6098	
23177	
340578	
100128233	NR_103769
101928504	
100874058	
100874058	NR_049718
55711	
219431	
6278	
55080	
84811	
53336	
219527	
51617	
80758	
2272	
57333	
56956	
6402	
9479	
9166	
139599	
90827	
6499	
55658	
5207	
55181	
407	
5701	
256369	NR_024182
256369	
256369	NR_024184
79854	NR_024321
338699	
2257	
51692	
1310	
286189	NR_038877
286189	
728318	
26137	
734	
9466	
51266	
84769	
102724200	
390072	
1534	
390649	
152940	
105378663	
2115	
78986	
340061	
84458	
54910	
4047	
10042	
53833	
55937	
338651	
101929626	NR_125987
10864	
81399	
51171	
55578	
140701	
106456574	NR_132652
101927992	NR_110168
101927992	NR_110167
100859921	NR_046215
151887	
11329	
23568	
6343	
79002	
7515	
162514	
51063	
89782	
90523	
57680	
10793	
104798195	NR_126564
701	
55510	
649159	NR_038368
57491	
91661	
55258	
23543	
11086	
23544	
23708	
51802	
8503	
106144532	
106144532	NR_132370
106144532	NR_132369
4357	
9823	
56947	
27166	
102724596	NR_110884
102724596	
102724596	NR_110882
23232	
254048	
994	
64207	
219432	
255101	
139341	
8693	
79006	
79073	
11230	
104355287	NR_126403
104355287	
3268	
9706	
10000	
388533	
221468	
2630	
2630	NR_002188
440021	
104355141	NR_126384
6558	
147040	
26292	
57590	
101928535	NR_120552
101928535	NR_120551
101928535	
728492	
2475	
387597	
9734	
3280	
3795	
116328	
56159	
8106	
23192	
55002	
65083	
101929468	NR_125926
6604	
84236	
91703	
29959	
348	
5995	
57493	
10216	
7187	
29941	
79101	
80207	
163115	
2261	
4938	
57149	
164633	
285556	
4799	
101927973	NR_126012
101927973	
1468	
54657	
79922	
6142	
79658	
100128239	NR_027276
100128239	
55270	
400258	
100507487	
100507487	NR_125882
5593	
4868	
57325	
116511	
101928514	NR_110837
217	
284825	NR_126010
284825	
284825	NR_126011
399821	
399821	NR_033847
1608	
10423	
3221	
730249	
1850	
11019	
9493	
84432	
91433	
389084	
255411	NR_029449
255411	NR_029448
388394	
653145	
8061	
255809	
133383	
353514	
339390	
285780	NR_026970
285780	
93627	
23348	
22843	
440556	
440556	NR_024371
199221	
101928266	NR_110828
57600	
100873964	NR_046505
286343	
3242	
6653	
51121	
26277	
22906	
132243	
5639	
101929441	NR_123739
6272	
221442	
221442	NR_026938
64978	
140731	
439915	
64326	
5605	
214	
116135	
220	
347862	
51504	
60493	
115352	
4018	
286380	
63904	
283554	
100506682	NR_110024
101928438	NR_109802
3838	
101927416	
101927416	NR_121664
140883	
5440	
60496	
100506801	NR_038404
283078	
56605	
318	
222537	
126129	
3486	
57381	
708	
55296	
5618	
55237	
8139	
5042	
10806	
100507428	
100507428	NR_108062
100507428	NR_108063
339804	
5926	
6755	
105379628	
79607	
64718	
388419	
100287814	NR_034037
25998	
90324	
170575	
22834	
10449	
63971	
4302	
2113	
54972	
104472714	NR_126441
6714	
10294	
64843	
23786	
84752	
26188	
11054	
7257	
210	
90060	
64901	
23592	
26226	NR_033408
29994	NR_110586
8828	
116151	
101928446	NR_110938
387748	
90843	
100996478	
79473	
102724163	
102724163	NR_120308
390077	
26166	
2898	
24138	
245930	
146336	NR_027242
146336	
646019	
26750	
388	
222236	
885	
1944	
999	
10253	
23584	
339674	
339674	NR_024355
55890	
7047	
81035	
6277	
653583	
8013	
8807	
64857	
342667	
56141	
378	
23035	
8346	
51633	
7046	
579	
146547	
113452	
85369	
22893	
8663	
728689	
404216	NR_103717
404216	
353324	
162387	
2771	
6263	
57326	
284532	
64080	
100131366	NR_033938
4547	
101928340	NR_120466
101928782	
101928782	NR_110836
55706	
51300	
121268	
79828	
26503	
55811	
57176	
101928201	NR_110390
4647	
90874	
65989	
1385	
374918	
8755	NR_002224
8755	
2058	
8237	
100873986	
100873986	NR_046596
5546	
148156	
105378898	
115825	
255725	
202	
4356	
643160	NR_003599
643160	
101928386	NR_110237
337977	
51517	
8322	
6397	
101927635	
339834	
654433	
654433	NR_015377
90693	
102723883	NR_125869
10615	
29957	
64327	
125950	
348938	
875	
11129	
388021	
6228	
105374631	NR_134266
153443	
337978	
124093	
23555	
51706	
56898	
5996	
28512	
2976	
100885780	NR_047698
9672	
523	
794	
51134	
100359394	NR_037842
10919	
4591	
6774	
7582	
5260	
25806	
23464	
5354	
9687	
101928280	NR_125854
3626	
10866	
8702	
101927768	NR_125845
101927768	
11247	
100861547	NR_131903
27160	NR_002226
27160	
686	
100170765	
5731	
9633	
57862	
84002	
8402	
389023	
389023	NR_036580
101929390	NR_110251
25855	
9985	
220382	
388572	
26020	
11040	
79074	
56138	
1235	
6249	
440602	NR_108042
3483	
6597	
11079	
6368	
101927324	
101927324	NR_120618
158800	
391189	
11030	
100859930	NR_045680
7871	
340508	NR_002942
340508	
7957	
159296	
729678	NR_045678
729678	NR_027183
729678	NR_045679
729678	
23111	
23203	
101928442	NR_120336
101928442	
8813	
8813	NR_133648
55231	
2926	
64976	
126068	
119765	
114804	
84223	
339568	NR_027124
158809	
2895	
283575	NR_110554
90586	
90586	NR_002773
1027	
10950	
10847	
6407	
7306	
56751	
122706	
401097	
105375166	NR_134258
101927449	NR_110385
1982	
101929718	NR_110139
9973	
4223	
23091	
102723383	
28988	
143496	
26659	
7367	
85366	
90204	
6195	
768239	
80351	
400655	
400655	NR_034133
84957	
6943	
343071	
7087	
8365	
2670	
79949	
151449	
84528	
26049	
340811	
340811	NR_027916
50944	
26664	
5923	
342892	
5047	
100132074	
8975	
104909134	
5078	
374872	
112574	
440574	
8973	
1358	
401577	
401577	NR_033380
84913	
23647	
2828	
339803	NR_036496
339803	
100874222	
100874222	NR_047001
5617	
3371	
9024	
10095	
100506035	
100506035	NR_038826
5283	
2788	
3108	
267002	
100506071	NR_038356
100506071	
143503	
80775	
83901	
89778	
254225	
10146	
1192	
79003	
991	
5921	
284801	
284801	NR_040095
347344	
101928307	
101928307	NR_125872
146779	
150135	NR_027272
150135	
51807	
101928555	NR_126364
85019	
81577	
593	
6039	
200298	NR_103718
54700	
55559	
6890	
64232	
9771	
64386	
64855	
55224	
101927862	NR_109894
554282	
728833	
729533	
10105	
9064	
131375	
399473	
10550	
2896	
29894	
3037	
2052	
6192	
100113407	
79872	
606553	NR_103552
606553	
30010	
440335	
125997	
8128	
4714	
1069	
90799	
2016	
1820	
1973	
100133461	NR_034136
23125	
921	
51340	
100134229	NR_024451
728591	
147372	
139170	
10484	
403341	
139760	
653308	
9021	
285513	
118430	
6189	
5269	
641339	
4668	
54826	
4705	
3833	
389541	
7343	
59307	
128497	
101928203	NR_110934
1549	
105376064	
105379447	
7436	
100507091	NR_038290
100507091	
1452	
13	
151903	
81571	NR_026677
81571	
8688	
79007	
645030	NR_104180
645030	
81555	
1511	
81576	
157848	
26998	
55552	
104797536	NR_126557
514	
151516	
55108	
2011	
102724190	NR_110553
102724190	
401442	
8645	
11035	
1907	
57192	
387978	
387978	NR_026732
101928530	NR_110919
100131801	
339766	
26053	
341	
958	
83862	
105369364	
6134	
3440	
326	
163081	
283731	
283731	NR_027073
348645	NR_110523
348645	
644444	
644444	NR_028357
254863	
730	
79083	
1581	
58489	
105379627	
388730	
10681	
221178	
245929	
100874200	NR_046572
100874200	
23176	
100507050	
101927780	NR_110417
101927780	NR_110416
10100	
53345	
105370424	
3739	
777	
283726	
3726	
619343	NR_073397
619343	
284723	
4058	
317662	
152015	
100506060	
100506060	NR_033959
100507500	NR_047551
1889	
100505540	NR_038330
11185	
6482	
59350	
10578	
3105	
6586	
100996419	NR_134283
26577	
2903	
10331	
51128	
4646	
136227	
101929475	
84306	
24144	
91582	
80262	
10771	
50858	NR_003589
50858	NR_001538
100101116	NR_003589
100101116	NR_001538
58986	
123099	
9392	
6450	
8674	
81888	
100505783	NR_038339
100505783	
23108	
129831	
9792	
57611	
160065	
51025	
7621	
645355	NR_038839
645355	
8178	
10171	
586	
81027	
55340	
57732	
101928674	NR_110847
101928674	
101929445	
2308	
375775	
152756	
378938	NR_002819
378938	
1179	
5597	
222643	
391712	
642394	NR_033387
642394	
84109	
219464	
9513	
54776	
257062	
7204	
727924	NR_015416
727924	
120146	
132299	
51260	
440248	
440248	NR_036443
10111	
23779	
285766	NR_126020
2271	
65249	
3157	
101928147	
102723451	
252953	NR_003588
252953	NR_001535
100101115	NR_003588
100101115	NR_001535
63917	
26230	
131616	
3283	
84126	
338645	
1236	
54065	
102723553	
57418	
255488	
11157	
219736	
222229	
404201	
404201	NR_015359
26064	
8624	
51332	
283197	
283197	NR_026946
100507140	NR_037886
140609	
140679	
4123	
8985	
101559451	NR_103482
285955	
91355	
163688	
5740	
252884	
51441	
352954	
7936	
10938	
57513	
4210	
25774	
84861	
1810	
343171	
118421	NR_026552
118421	NR_026553
4121	
25893	
55172	
1030	
387742	
342898	
3627	
100507303	NR_132114
121260	
79582	
255193	NR_033400
255193	
3248	
100129427	NR_033845
51193	
92305	
26533	
84684	
79973	
51393	
24149	
105375380	NR_134240
105375380	
658	
10630	
79778	
93432	
219484	
5308	
100288413	
9215	
404770	
2834	
84832	NR_026844
84832	
2999	
185	
9124	
27242	
158035	NR_026679
286827	
100506658	
338653	
10518	
10179	
196335	
284184	
4067	
79629	
375035	
91833	
2648	
10174	
4632	
64859	
9150	
140680	
8662	
23025	
51246	
85406	
441666	NR_024380
441666	
64283	
3576	
348021	NR_026852
348021	
3068	
2629	
1478	
3776	
284307	
104266963	NR_126352
83546	
22808	
104355137	NR_126380
125058	
101926975	NR_110558
348840	
348840	NR_003291
51205	
152185	
440563	
54149	
101928924	
101928924	NR_134279
286042	NR_024361
286042	NR_024363
286042	
390892	
4659	
64410	
10073	
2072	
101929983	
11337	
23240	
9027	
6585	
11283	
2196	
1016	
29916	
22866	
55159	
8294	
3784	
100505835	NR_040036
100505835	
168400	
9570	
27340	
10645	
26471	
26333	
51458	
100820829	
158506	
50512	
3882	
1307	
100506462	
100506462	NR_037969
100130015	NR_027335
100130015	NR_027336
100130015	
6320	
54675	
23491	
54988	
350383	
29802	
54878	
3595	
51649	
9360	
54952	
283038	
283038	NR_033848
8547	
2870	
285908	NR_026873
285908	
643226	
11214	
2328	
4283	
4803	
63874	
5874	
79583	
2749	NR_048575
2749	
11179	
285852	
80255	
84961	
2786	
147719	
100652999	NR_046221
26707	
100289678	
766	
58498	
286083	NR_111948
51006	
100996455	NR_073177
970	
51759	
23101	
101927653	NR_120452
101927653	
4606	
220070	NR_073536
54505	
116988	
730087	
572558	
572558	NR_015423
574537	
80273	
9789	
54913	
85236	
100192379	NR_024365
25960	
30848	
101929337	NR_125402
171483	
7705	
3381	
6094	
84545	
4126	
100505920	NR_125403
100505920	
220082	
79707	
317781	
222642	
256435	
256126	
101927620	NR_110062
84883	
105372127	NR_132985
388595	
101928401	NR_108099
6430	
101059918	
9833	
55156	
65992	
91461	
84775	
5929	
101928809	NR_125906
4761	
286234	
8323	
5724	
5239	
221458	
84867	
118471	
81565	
9290	
55633	
53947	
778	
9987	
9976	
330	
5031	
116369	
84286	
101927360	NR_110113
57721	
1909	
54463	
284106	
4698	
728858	
57139	
51326	
100294341	
100506084	
100996709	
80831	
3751	
84787	
4014	
440561	
64116	
23480	
204010	NR_026825
204010	
200728	
10940	
8673	
127703	
51373	
93100	
23420	
28964	
5151	
26259	
2020	
57407	
11070	
11311	
100505616	
100505616	NR_110100
100505616	NR_110096
100505616	NR_110098
100505616	NR_110097
64754	
954	
4613	
6311	
4072	
1072	
9625	
2700	
653486	
26095	
105369264	
1690	
7940	
101926890	
101926890	NR_104362
101926890	NR_104365
6940	
79981	
100129940	
100129940	NR_120478
10541	
284485	
7978	
9826	
8460	
26227	
1180	
3775	
8277	
57459	
84673	
84673	NR_003591
84673	NR_001533
100101118	
100101118	NR_003591
100101118	NR_001533
79921	
7699	
92	
344752	
100130348	
101928597	
101928597	NR_110091
3950	
10522	
23563	
55325	
51154	
162073	
152405	
26031	
401164	
7753	
3350	
1029	
5911	
166793	
171220	NR_033796
171220	
100873065	NR_073010
100873065	
100506930	
100506930	NR_038278
653657	
26019	
92703	
653659	
348158	
203062	
9641	
1555	
374860	
27071	
55049	
29063	
23536	
25836	
54439	
54221	
1340	
286336	
150568	
150568	NR_015399
150696	
414760	NR_104117
84311	
3445	
152578	NR_040106
6904	
5166	
150677	
51362	
10435	
2520	
338005	
338005	NR_027457
89822	
375189	
857	
6396	
57560	
379025	NR_029434
379025	
4747	
90288	
1804	
7703	
54995	
124936	
3856	
83935	
101930452	NR_120479
101929733	NR_110575
101927692	NR_120628
8798	
8798	NR_104115
10152	
100775107	NR_045388
641367	NR_024523
641367	
101927660	
283600	
284593	NR_027055
284593	
400002	
112869	
259173	
64422	
55184	
51430	
9153	
80216	
112616	
132228	
100528017	
5571	
114771	
100505782	NR_040111
100505782	
101927447	
10288	
102725035	
1012	
79666	
29980	
9651	
124783	
3439	
81689	
149047	
149047	NR_027310
9846	
55014	
79890	
56143	
441381	
129868	
653192	
7170	
10735	
378884	
57663	
100287114	NR_034026
255119	
728568	
387882	
51009	
9894	
259232	
6152	
290	
160762	
116966	
11016	
80274	
9819	
400818	
728841	
282617	
5198	
9736	
164684	
57535	
55269	
752014	
51028	
7542	
100996570	NR_110617
100996570	
55374	
55621	
84273	
375190	
79969	
10554	
56992	
57693	
55544	
9487	
54778	
1845	
392843	
2631	
10941	
1280	
100529063	
389668	
79637	
56954	
54509	
79712	
2040	
7039	
50848	
342979	
25912	
7041	
101926964	NR_110628
101926964	
4644	
84830	
100874018	NR_048576
101180976	
54969	
7574	
344558	
1370	
3769	
100137047	
83886	
11033	
2483	
8603	
8140	
23585	
10943	
347741	
2215	
55808	
127124	
100508046	NR_110505
4190	
9197	
284021	
102724508	
102724508	NR_110881
6567	
160851	
160851	NR_123715
5162	
5162	NR_033384
255877	
5737	
51308	
599	
728661	
105373185	
84335	
146664	
8872	
23784	
8399	
9882	
401667	
4015	
25876	
339168	
164284	
646652	
201651	
201651	NR_026915
150000	
150000	NR_003087
4618	
222662	
100287225	
100287225	NR_040075
55016	
84083	
4883	
388610	
3491	
338694	NR_104161
60314	
9246	
100132979	
23492	
823	
2861	
3490	
54586	
728734	
100507607	
89958	
8192	
6493	
5972	
10268	
2584	
134187	
6373	
9692	
51629	
27189	
55810	
65109	
7592	
444882	
923	
57130	
1672	
1455	
23428	
204219	
100527949	
6591	
65018	
90268	
105377924	
55282	
79031	
440275	
4643	
653567	
56547	
284382	
56670	
1536	
146850	
553115	
29058	
130574	
1912	
6059	
534	
27163	
57703	
115939	
282808	
101927829	NR_110814
54764	
100132215	NR_027069
100132215	
25902	
26011	
1054	
134526	
50807	
79586	
643719	
643719	NR_027620
644246	NR_034172
644246	
5457	
84695	
157310	
375616	
100996286	
100996286	NR_121627
102724714	
11339	
7918	
55627	
201725	
7348	
79192	
128817	
378108	
28962	
5083	
473	
100652853	NR_046368
3061	
27342	
3684	
7027	
57215	
79841	
153830	
4948	
6909	
6143	
9048	
833	
105370809	
10168	
84814	
643837	
643837	NR_047525
643837	NR_047524
643837	NR_047523
643837	NR_047521
643837	NR_047519
8312	
10868	
285025	
3762	
29923	
148479	
4927	
29090	
3592	
339263	
30818	
3754	
3460	
400359	
23415	
56926	
163227	
4617	
143570	
56147	
653140	
27329	
6362	
255022	
3886	
286178	NR_134276
55586	
4724	
442868	
390616	
100506749	NR_131900
84072	
27255	
653423	
56896	
400221	
400221	NR_039985
103910	
3558	
29028	
84816	
5273	
6291	
57673	
284365	
284365	NR_038359
23005	
101928784	NR_120342
101928784	
7866	
200150	
80124	
157313	
6737	
7388	
101410540	NR_102707
257	
83729	
57396	
100505975	NR_038351
283514	
1022	
57085	
9791	
128977	
2107	
3753	
388820	
102723475	
102060282	NR_109831
55211	
222	
738	
400084	NR_034132
400084	
864	
9452	
84905	
3274	
440896	
440896	NR_015361
80243	
1052	
219972	
90673	
90809	
197259	
26140	
284058	
11345	
155051	NR_131779
155051	
2830	
154872	
26692	
120	
101928846	
101928846	NR_110725
10319	
23173	
84698	
85378	
119692	
126006	
55388	
9196	
23239	
26257	
79140	
6809	
2639	
6696	
7730	
80144	
119694	
8601	
8601	NR_104578
57010	
100133991	
100133991	NR_024434
100499171	
100499171	NR_103814
400668	
389333	
101669764	NR_104359
101669764	
128360	
100526830	
100526830	NR_037609
100526830	NR_037608
100526831	
100526831	NR_037609
100526831	NR_037608
3674	
9925	
553158	
9903	
646457	
757	
4314	
57185	
29078	
100132464	
401665	
728656	
23315	
391107	
7351	
1669	
9194	
100270679	NR_038394
7855	
3682	
7078	
55531	
55531	NR_028328
643923	
643923	NR_028328
5053	
387921	
4297	
3796	
225689	
23220	
9701	
10865	
2273	
3456	
64395	
128408	
64866	
7403	
389827	
164781	
84978	
3163	
26065	
101928687	NR_120642
101928687	
101929586	NR_120363
2825	
23624	
319	
129642	
64409	
2045	
7407	
3814	
131965	
192134	
5596	
4725	
441871	
28981	
100507300	NR_038907
100507300	
102724551	
196385	
83864	
83864	NR_001530
83864	NR_002159
425057	
425057	NR_001530
425057	NR_002159
55209	
26275	
345611	
51191	
10022	
9512	
6897	
100303755	
6693	
105369261	
79897	
3806	
58492	
6789	
343172	
26119	
54955	
104355285	NR_126401
10247	
91752	
102724053	NR_125873
430	
9808	NR_022006
3918	
51166	
26220	
26220	NR_110533
9986	
79644	
81621	
10314	
442319	
117155	
57576	
343450	
123879	
6942	
91689	
9240	
85441	
1662	
150160	
253769	
10220	
50650	
23670	
494513	
345193	
84552	
26279	
221037	
85235	
388815	
388815	NR_027790
2643	
55743	
1535	
6424	
203238	
196463	
64081	
103352670	NR_122034
9228	
5261	
80833	
55229	
60676	
100130111	
558	
63827	
119772	
84639	
81696	
100874031	NR_046730
6691	
51296	
79444	
100507435	
799	
22862	
4733	
79794	
137868	
56990	
23185	
2314	
163223	
26531	
10695	
1613	
101927274	NR_110751
7587	
728340	
1760	
137209	
56171	
100507118	
100507118	NR_051984
64981	
10061	
64097	
6289	
283316	
1827	
285051	
81559	
7570	
652968	
284273	
2744	
80072	NR_027262
79411	
55659	
132989	
132989	NR_038841
100506746	
100506746	NR_038841
1005	
118460	
55696	
64764	
5707	
80864	
102723968	
102723968	NR_130763
79596	
8623	
285521	
10718	
79939	
53822	
100874101	NR_046690
116285	
7567	
101927849	NR_125887
100101120	
100101120	NR_003592
9540	
7581	
55173	
9271	
83394	
4118	
3861	
388906	NR_036498
388906	
8324	
27044	
100529215	
119682	
143941	
27288	
122525	
144983	
101928469	NR_110402
101928469	
339622	NR_046198
100131187	
79634	
53616	
50964	
5705	
85455	
100506083	NR_039997
100506083	
55052	
525	
8857	
81853	
140880	
8091	
100506869	
100506869	NR_126341
3211	
23475	
55506	
54518	
6712	
219654	
7433	
5939	
8326	
442721	
4049	
338809	
10488	
157285	
1737	
10602	
118461	
91801	
7293	
100419743	NR_121644
64109	
197358	
100132169	NR_130735
84224	
55784	
3617	
23221	
339906	
419	
101928067	
5143	
5143	NR_036575
729966	
729966	NR_036575
148413	
148413	NR_015434
100506915	
100506915	NR_103776
1582	
100128731	
10335	
10659	
7263	
347541	
55026	
8542	
86614	
86614	NR_003510
86614	NR_003509
159119	
159119	NR_003510
159119	NR_003509
56897	
22877	
148641	
5599	
57115	
100506907	NR_103787
100506907	
55308	
5610	
9516	
256364	
63970	
8239	
54752	
338773	
3903	
51085	
2138	
25923	
158830	
51400	
353088	
1141	
4867	
100431172	
765	
6133	
1891	
8654	
256144	
7409	
10250	
100506765	NR_046230
50700	
25787	NR_024159
146556	
8209	
55527	
8669	
84767	
101929470	NR_125817
101929470	
100874120	NR_046742
23538	
27087	
2110	
135932	
135932	NR_104253
135932	NR_104251
135932	NR_104252
135932	NR_104250
135932	NR_104254
1131	
4298	
102723525	
92565	
5978	
22876	
30814	
7105	
51056	
6871	
27199	
2023	
6648	
6648	NR_037166
100129518	
100129518	NR_037166
10567	
54468	
79863	
79412	
221400	
57521	
8611	
55768	
51058	
54918	
10859	
8867	
170622	
2947	
1339	
120071	
101927464	NR_110053
84293	
90871	
65975	
104533120	NR_126470
94122	
10500	
105375732	
388333	
51634	
387836	
112885	
200420	NR_003683
200420	
54475	
2572	
114336	
9389	
11249	
23741	
6280	
387264	
143501	
7024	
388272	
5364	
642477	
642477	NR_122111
80149	
55818	
1775	
5613	
7011	
121227	
