EntrezGene ID	RefSeq ncRNA [e.g. NR_002834]
101927697	NR_109888
22994	
347853	
22916	
5805	
102724421	
102724421	NR_120490
54934	
158	
163	
101929538	
9547	
162461	
374987	NR_103535
10468	
79594	
646023	
646023	NR_028483
115106	
1844	
4967	
57158	
476	
9420	
26338	
159090	
154810	
201292	
1386	
51377	
147660	
147686	
192683	
83464	
10890	
54497	
10906	
221955	
118856	
138046	
414201	NR_038867
100130742	
441911	
285335	
6495	
196872	NR_024396
388336	
2298	
9899	
1795	
79446	
1435	
8745	
7283	
353134	
83640	
4983	
2488	
4128	
153745	
100129792	
145173	
4037	
158747	
150379	
219409	
27129	
647135	
117583	
8309	
116461	
8565	
6457	
57492	
6294	
60560	
392459	NR_033924
392459	
132	
58525	
55122	
9383	NR_003255
64066	
9047	
3508	
728379	
56929	
93661	
1840	
100852410	NR_046217
100852410	
26851	
26851	NR_003271
100131827	
55863	
5586	
414208	NR_047558
94032	
2852	
282706	NR_040247
338599	
347148	
389763	
55507	
8356	
11167	
5142	
1854	
23255	
56996	
100130587	NR_110634
100130587	
54549	
100874114	NR_046732
100874114	
54998	
8332	
267012	
80256	
100129550	NR_024618
8363	
92162	
79961	
84839	
10393	
1244	
5966	
27347	
3667	
79187	
79738	
65982	
57559	
23328	
1142	
7114	
9674	
613209	
3823	
51231	
79856	
149628	
221496	
79094	
80210	
80778	
100289635	
10336	
201191	
55324	
10243	
5664	
5469	
5205	
132954	
101101773	NR_073454
5340	
167153	
10409	
10761	
7507	
201973	
8692	
64699	
51438	
80218	
285973	
8434	
101929093	
101929093	NR_110793
104355289	
104355289	NR_126405
324	
101929331	NR_121587
100134713	NR_024454
7580	
4669	
55006	
10989	
79641	
120224	
22836	
3712	
2256	
5212	
2249	
84317	
115350	
6923	
1738	
26040	
148003	
105375968	
353133	
8665	
286177	NR_038874
8065	
23352	
51586	
201305	
100271259	
9939	
102724307	
158399	
4086	
164118	
728393	
79415	
79415	NR_036519
6625	
256394	
10633	
390259	
8110	
56098	
10849	
439934	NR_024087
439934	NR_024088
5346	
147407	
56655	
401247	
401247	NR_130726
7693	
201140	
8604	
23541	
51032	
2316	
100216001	NR_024475
100216001	
80727	
728373	
104355139	NR_126382
29789	
2006	
7456	
9757	
164153	
100132987	
100132987	NR_038985
4194	
26253	
1364	
3292	
15	
91828	
10675	
57018	
25819	
57060	
222950	
80270	
192111	
3603	
682	
389658	
1586	
79784	
7709	
3651	
10398	
122622	
1397	
1397	NR_073084
64682	
9665	
105378057	
54623	
6000	
8671	
22899	
728724	NR_033916
2775	
7589	
23426	
3560	
56475	
60684	
254102	
91624	
55769	
112483	
84893	
310	
353149	
29015	
144742	NR_024246
144742	
80110	
219738	
442862	
162966	
80004	
100130958	
115111	
53832	
646625	
100506368	NR_038905
100506368	
10223	
157574	
10561	
55500	
100302692	
100302692	NR_028379
101928227	
101928227	NR_120330
9926	
25880	
1300	
166348	
100462977	
11078	
9173	
23130	
100506286	
3275	
1615	
23132	
100505716	NR_038319
64900	
22879	
3948	
390037	
644591	
57531	
100421577	NR_038275
100421577	
26539	
25917	
4107	
196446	
150274	
51247	
80821	
100506119	
100506119	NR_120685
5306	
9509	
96626	
153918	
55362	
90649	
26138	NR_026772
100874085	NR_046633
6770	
101929374	NR_110538
101929374	
8396	
100287364	
57048	
344	
10979	
100506314	
100506314	NR_038920
91252	
57545	
56203	
595	
23350	
25818	
102724334	
203111	
100499483	
50937	
389762	
2248	
79727	
79149	
55697	
400660	
400660	NR_120419
257000	NR_027064
257000	
6517	
134218	
4824	
100170841	
9745	
7273	
100132963	
5210	
22953	
50508	
84964	
221785	
255480	
255480	NR_038440
54958	
147007	
54471	
26098	
2776	
114801	
158046	
138255	
138255	NR_131756
1639	
974	
5708	
64748	
57731	
134860	
6256	
255313	
223075	
5097	
3836	
6484	
1380	
54108	
84269	
207107	
207107	NR_027082
22995	
57369	
6462	
200765	
23308	
51287	
6677	
1406	
151636	
100130539	
51275	NR_015404
51275	
83439	
51175	
10056	
8558	
7130	
115330	
135112	
26003	
6580	
222068	
63948	
23157	
327657	
285598	
9885	
9050	
127833	
106144568	NR_132378
7750	
5352	
5796	
574538	NR_033859
574538	
201475	
9817	
101927798	NR_125422
10623	
10575	
100093631	NR_003580
100093631	
81873	
7539	
100507170	
56950	
51253	
6095	
117194	
2015	
353132	
55297	
5826	
645591	
645591	NR_034141
56001	
353131	
101929688	NR_109755
101929688	
8502	
80306	
64518	
27018	
93377	
133957	
101928982	
79923	
140596	
4778	
101928098	NR_132786
5271	
9071	
57338	
4922	
5292	
23096	
199857	
54897	
55703	
441058	NR_038377
441058	
55502	
55095	
653509	
5025	
147912	
8348	
55657	
170692	
284395	NR_040029
284395	
6520	
101929551	NR_110256
101929551	
114327	
79173	
4924	
102723680	
127544	
440193	
3021	
85395	
653166	NR_033795
653166	
9535	
3688	
51702	
10410	
134265	
11260	
284948	
440138	
4923	
54520	
11313	
2652	
85016	
149499	
728036	
84307	
101928940	NR_120567
10664	
1852	
221302	
340485	
342865	
100130889	NR_026816
1822	
6804	
1819	
100862692	NR_046400
6050	
105447648	NR_131191
57711	
57711	NR_027239
257218	
245935	NR_045677
245935	
100506299	
100506299	NR_110154
64848	
284297	
84640	
100130301	
25814	
56829	
252995	
2585	
112770	
57213	
65056	
11077	
387775	
1849	
55612	
653598	
7341	
93	
5538	
123904	
51426	
81490	
613211	
284047	NR_036647
284047	
2696	
22822	
7037	
43849	
170261	
347240	
6241	
696	
5782	
58497	
283489	
100526835	
9530	
4207	
9533	
6324	
60678	
10777	
79991	
92235	
29800	
9887	
55023	
9652	
51075	
2996	
643236	
259287	
104266960	
104266960	NR_126350
2674	
100996941	NR_104126
377	
285965	NR_033897
285965	
124739	
23499	
643314	
101927139	NR_123718
101926888	
101926888	NR_109885
101926888	NR_109886
79633	
7465	
126147	
101927822	NR_125424
57156	
2846	
222826	
79050	
5908	
23474	
8341	
11155	
29927	
105371653	
79689	
2053	
79810	
79932	
100506275	NR_122033
9577	
4638	
7167	
79982	
55033	
101929315	NR_125809
101929315	
283777	
1296	
84498	
392636	
5500	
9992	
100505687	NR_038302
100505687	
139596	
728558	NR_038444
728558	
6456	
440073	
8518	
102724434	NR_130923
102724434	NR_130922
102724434	NR_130921
102724434	
83756	
140464	NR_027070
100885796	NR_048544
157381	
157381	NR_027321
9917	
79088	
1261	
83696	
1378	
201516	
5649	
283953	
3822	
132720	
54626	
5018	
9724	
51053	
400794	
400794	NR_026744
55626	
26291	
84203	
125150	
115650	
711	NR_024615
5480	
170591	
5335	
728660	
66036	
338761	
117581	
389152	
90135	
92691	
102723854	NR_110585
102723854	
149986	
55891	
100420587	NR_110759
100420587	
729627	
829	
139818	
101928251	
93624	
8607	
100131897	
9761	
4250	
4500	NR_001447
4500	
84617	
10549	
100506243	
26059	
54967	
780852	
780852	NR_003924
3281	
117584	
3178	
57834	
8896	
100129931	NR_033828
2195	
6822	
100507274	NR_109987
100507274	
440699	
8570	
266722	
338872	
100506530	
10362	
128240	
105221694	
105221694	NR_130766
4953	
51714	
79814	
130132	
51622	
399697	
339479	
5359	
6910	
3755	
9969	
3662	
23533	
7137	
147710	
401039	NR_034162
286753	
50804	
401232	
401232	NR_026855
401232	NR_026856
642929	NR_027472
642929	
338661	
121536	
100506733	NR_038973
100506733	
5371	
1996	
116447	
100129482	NR_026777
100129482	
26091	
101928445	NR_110560
339788	NR_015405
339788	
53353	
26580	
26578	
5361	
441024	
121457	
100505619	NR_038233
100505619	
728741	
9475	
2912	
7057	
252948	NR_001552
122748	
284759	
84057	
9348	
8756	
64222	
399664	
26689	
25828	
165	
448835	
4343	
940	
26285	
340481	
102724927	NR_120311
101927599	NR_110705
101927599	
170370	
5313	
100289092	NR_046288
100289092	NR_046287
100289092	NR_046290
100289092	NR_046289
65220	
23613	
27131	
1521	
162699	
101930165	
64106	
285441	NR_033900
285441	
28960	
253582	
79966	
23593	
441317	NR_046343
7025	
339175	
8342	
2857	
390231	
8493	
10713	
10713	NR_046347
55001	
2326	
8330	
8368	
2295	
155066	
2300	
8453	
101927352	NR_110384
101927352	
64418	
285972	NR_034033
285972	
104355296	NR_126413
104355296	
83416	
101927210	
83597	
390442	
1469	
1212	
54900	
23338	
100996324	NR_110763
10744	
56681	
79874	
51252	
105378739	
3090	
55248	
56110	
126353	
23386	
10262	
5723	
6855	
26472	
100272147	
414241	NR_027634
414241	NR_027632
414241	
439965	NR_027634
439965	NR_027632
439965	
148867	
9880	
7576	
346	
392509	
143678	
9597	NR_026763
4184	
79827	
100131439	
9559	
10432	
90113	
219477	
2662	
4899	
23181	
170627	
3104	
100129075	
100129075	NR_027123
645485	
100287592	
100287592	NR_104653
440132	NR_103813
101927688	NR_110810
101927688	
23242	
56301	
164395	
101928295	NR_110729
11052	
4008	
401613	NR_033974
401613	
202500	
669	
121793	
9978	
5577	
163747	
100130887	NR_120495
114793	
23345	
171391	
171391	NR_126342
2567	
50509	
54763	
79740	
102725079	NR_131942
102725079	NR_131941
64766	
340784	
643733	
643733	NR_034079
643733	NR_034078
11021	
101926911	
101926911	NR_110104
8824	
400533	
400533	NR_033985
339324	
26272	
1140	
3265	
84529	
4258	
55848	
51569	
105377213	
10230	NR_003108
10230	
4493	
58	
105376100	
105377105	
284034	NR_034145
284034	
3589	
100874089	NR_046645
11193	
6557	
103106903	NR_120347
103106903	
10949	
23047	
644070	
442524	
442524	NR_036482
284	
942	
100131137	
4289	
1871	
7802	
101929023	NR_125972
101929023	
101929023	NR_125973
55840	
10178	
7798	
7223	
57472	
3167	
3714	
2021	
54072	
54072	NR_024027
10495	
444	
26135	
94025	
440956	
8420	NR_002909
8420	
389761	
92369	
126326	
161142	
10261	
58529	
4774	
84503	
606495	
10998	
84992	
440823	
440823	NR_033319
440823	NR_033320
440823	NR_033321
440823	NR_003491
80167	
6990	
284346	
85014	
101927809	
2864	
360132	NR_027342
360132	
79905	
83479	
338651	NR_021489
8905	
2247	
402665	
83608	
4686	
10803	
100133941	
25822	
388581	
101928769	NR_105001
284260	
284260	NR_046456
284260	NR_046455
284260	NR_046458
284260	NR_046457
284260	NR_046454
284260	NR_046174
408263	
440955	
57666	
54498	
53373	
55116	
2831	
9337	
221786	
100288485	
100874241	
100874241	NR_046693
285126	
645864	
729422	
57523	
56155	
4218	
100423062	
440028	NR_033972
440028	
100287399	
2909	
5147	
5147	NR_110994
57477	
56158	
6335	
84671	
57597	
6317	
219956	
5450	
10009	
4515	
57050	
9788	
9793	
441525	
2334	
64778	
2865	
100506888	
136991	
101930171	
105369241	
3291	
10081	
8567	
3237	
100130933	
100874208	NR_046685
9991	
101927835	NR_105064
79953	
25829	
101927253	
11184	
10520	
9948	
2919	
57146	
80303	
115752	
728929	
23645	
100507203	
9031	
9658	
101927657	NR_125421
101927292	NR_110048
101927292	
100132979	NR_027407
131408	
54974	
401164	NR_033869
51540	
946	
4854	
6549	
343702	
4702	
8468	
3909	
3909	NR_130106
221122	NR_026681
250	
4192	
259239	
390637	
3821	
710	
23032	
55761	
92312	
10344	
8464	
124565	
2658	
343641	
80313	
114908	
55556	
51371	
26276	
644974	
57728	
100506241	NR_038954
101928225	
79924	
26146	
23216	
84077	
55737	
858	
56287	
387496	
4543	
5365	
56971	
100996721	
102724235	
656	
4660	
57089	
183	
79931	
2067	
4489	
55825	
245711	
55634	
5479	
102546299	
102546299	NR_105065
100508631	
9088	
126541	
100130988	
957	
54499	
83666	
283104	NR_036485
283104	
80790	
51773	
104355146	NR_126387
100129195	NR_103455
100129195	
10981	
84687	
57579	
5172	
27314	
5412	
3032	
50810	
132014	
60385	
23224	
55629	
123207	
123207	NR_027649
101926904	NR_104631
140846	NR_109815
18	
7551	
23729	
65987	
138805	
11148	
248	
51481	
124	
138803	
118487	
138804	
70	
55331	
84376	
374443	
374443	NR_002814
399947	
51181	
93058	
7421	
101929052	NR_108068
101929052	
101929052	NR_108069
84081	
257396	NR_034107
257396	
83442	
4814	
170685	
128602	
5286	
90231	
102724984	
64089	
106144531	NR_132367
3236	
387601	
644672	
114571	
11101	
72	
26476	
9841	
25900	
57540	
125	
9854	
143471	
79831	
3398	
149069	
2064	
145694	
145694	NR_132970
4482	
27072	
5655	
84894	
7360	
9569	
55879	
23382	
391365	
140032	
3080	
100506827	
100506827	NR_131958
2531	
100532726	
55691	
94134	
84419	
85451	
441956	
139716	NR_104114
139716	
200576	
57467	
51557	
9390	
79698	
63036	
8974	
64651	
139105	
55930	
22950	
5528	
2322	
4860	
158511	
157567	
101929110	NR_110108
101929110	NR_110111
101929110	NR_110110
101929110	NR_110109
101929110	
90050	
114785	
1846	
221074	
402317	
498	
51265	
9746	
390883	
85313	
153770	
494470	
102724428	
915	
100529240	
653820	
22929	
55723	
7482	
400661	NR_122073
400661	
54464	
58503	
55900	
219954	
79801	
1119	
834	
170825	
25946	
101927659	NR_108077
100113403	NR_046407
728463	NR_046268
148345	
2352	
150051	
5317	
9141	
23519	
78992	
101928844	NR_110740
153222	
8677	
23658	
80381	
81622	
10612	
2634	
348174	
2525	
4232	
7840	
1610	
386617	
59336	
8089	
71	
2697	
101928132	
80345	
51379	
101929505	NR_104625
7178	
55213	
10975	
100133286	NR_040084
100133286	
29068	
2114	
11162	
51228	
8233	
56181	
29085	
22823	
23235	
50861	
101060264	
101060264	NR_126415
101060264	NR_126416
494143	
23067	
27030	
140686	
7016	
100529144	
100507171	NR_045637
100507171	
56940	
51043	
100507053	NR_037884
100507053	
105372107	
100996939	
51466	
93978	
101927124	
101927124	NR_110045
153527	
126668	
23644	
128876	
8512	NR_033857
8512	NR_002724
8512	
100288974	NR_033857
100288974	NR_002724
100288974	
26286	
54529	
55683	
55683	NR_047658
10135	
50939	
349633	
159686	
60481	
8862	
51103	
1104	
5714	
100132399	
727910	
112476	
6502	
399687	
9618	
2734	
5601	
57469	
5879	
144402	
101927740	
101927740	NR_109890
29907	
6441	
283377	
100506489	
124538	
339977	
25847	
23195	
1326	
6888	
100506012	
29951	
3176	
6613	
4147	
51271	
55663	
100302652	
8814	
54413	
23403	
127294	
7048	
101928668	
131377	
56654	
8557	
100126270	NR_024501
100126270	NR_024502
100126270	NR_024499
100126270	NR_024503
5454	
81846	
4141	
10308	
10661	
55929	
54997	
8505	
7380	
127396	
54850	
6403	
6827	
55293	
55816	
6347	
144132	
53346	
11154	
10079	
1843	
3850	
144455	
2317	
4881	
100192378	
100192378	NR_024360
54566	
7222	
64577	
8536	
157695	
1513	
4718	
55311	
116113	
8500	
4055	
4284	
346389	
1111	
10457	
100874082	NR_103752
100874082	
100874082	NR_046612
10270	
54543	
3671	
89	
728269	
83482	
9334	
2815	
366	
140460	
1947	
728215	
79762	
254295	
57549	
182	
57053	
388574	NR_029406
388574	
9145	
100874028	
100874028	NR_132785
100874028	NR_110814
101927829	
101927829	NR_132785
84930	
3697	
23131	
727957	
377007	
53342	
101928238	
101927987	NR_110289
158056	
51434	
114799	
112487	
8148	
219990	
26074	
29937	
29937	NR_026598
8412	
63976	
728588	
100861519	NR_103441
100861519	NR_103442
100861519	
2103	
401253	NR_027908
147804	NR_003148
147804	
203447	
400799	
400799	NR_104175
26077	NR_026889
26058	
26058	NR_103494
26058	NR_103495
285266	
285266	NR_040100
399669	NR_037805
399669	
578	
8288	
283592	NR_027004
283592	
253573	
253573	NR_033844
162605	
283748	
28974	
100874198	NR_046567
6369	
728012	
728012	NR_038384
286	
6996	
105374463	
1821	
26873	
125972	
79651	
100190938	NR_024461
100190938	
115701	
29074	
5893	
55705	
727851	
29904	
101930123	
7314	
79027	
677779	NR_026767
54883	
5076	
9188	
1412	
347516	
55764	
84270	
79171	
1665	
2068	
196968	NR_003260
196968	
4093	
728294	
5146	
7103	
167555	
1612	
102467079	NR_104655
101928136	NR_108027
101928136	
22911	
57282	
286151	
10858	
115557	
7166	
472	
6392	
130827	
7352	
8826	
100293534	
6626	
132321	
9488	
5524	
922	
5787	
51700	
51667	
10244	
85458	
8226	
92092	
147664	
9416	
2992	
29887	
388561	
727837	
155368	
60494	
3344	
149095	
3842	
93107	
113115	
84292	
79648	
2330	
8991	
101926978	NR_105006
64223	
2887	
55125	
10955	
8718	
645158	NR_033754
645158	
9603	
148398	
167410	
220980	NR_033842
7411	
84332	
23324	
8078	
55119	
83884	
102191832	NR_104273
101928134	NR_120326
101928134	NR_120327
64393	
79085	
203102	
100996279	NR_103715
101928233	NR_131192
102724050	
102724050	NR_120488
79998	
4947	
7101	
6879	
56243	
100132994	
137196	NR_130918
137196	NR_130917
137196	
654412	NR_026821
654412	
25976	
7122	
160419	
256021	NR_046159
256021	NR_046160
256021	
231	
101928443	NR_120530
101928443	NR_120529
100303491	
100303491	NR_040248
3678	
342372	
3670	
2160	
64864	
11128	
149954	
171023	
6224	
56300	
23236	
84245	
54386	
7186	
91464	
64927	
5274	
5884	
54508	NR_027706
54508	
26683	
1952	
391475	
391	
338662	
3964	
10960	
54465	
84946	
56928	
7097	
84283	
26123	
100506412	
100506412	NR_102701
220108	
8800	
25928	
6366	
572	
6364	
3356	
10884	
11334	
203190	
3579	
129450	
51735	
96764	
64746	
54827	
55298	
6862	
135924	
5827	
100652749	NR_102754
100652749	NR_102753
55294	
221613	
113655	
7564	
283337	
125963	
3735	
374569	
4199	
4081	
64849	
84059	
219621	
105369984	
55567	
101928174	NR_120329
101928174	
84326	
80125	
79776	
2822	
9878	
64928	
6717	
3351	
388662	
84364	
101927700	
101927700	NR_110038
4689	
10053	
114904	
26994	
101929624	NR_120667
25981	
2889	
79836	
65005	
139067	
645434	NR_033919
93973	
1033	
11067	
101929080	NR_110127
23237	
29091	
56242	
55681	
65108	
401944	
51108	
256471	
808	
643394	
8876	
101928416	NR_120467
80975	
103625681	NR_125724
100506779	
100506779	NR_038417
100506779	NR_038413
100506779	NR_038418
100506779	NR_038411
100506779	NR_038412
100506779	NR_038414
9777	
425054	
137970	
10180	
23503	
411	
201456	
4063	
414332	
440173	NR_027471
101929662	NR_120670
79962	
283971	
64798	
219875	
100874059	NR_046510
101929684	NR_120671
100506049	
100873949	NR_046696
100873949	
29034	NR_002763
645121	
125170	
440594	NR_033966
3148	
11173	
2970	
2970	NR_002206
7739	
100861573	NR_047501
114798	
10563	
157570	
101926955	NR_110003
389421	
101927839	NR_110888
102723493	
126374	
84298	
91775	
348378	
692207	
692207	NR_003072
54545	
114569	
22905	
53349	
26297	
29115	
6785	
8216	
64693	
100507506	NR_103764
196993	
55321	
26013	
645166	NR_027356
90317	
5949	
55846	
55846	NR_038933
100507424	
100507424	NR_038933
3985	
55233	
83716	
140801	
4897	
219874	
8869	
400617	NR_036534
92747	
8776	
22885	
100133545	NR_024471
646024	NR_024045
646024	
390882	
9099	
7442	
390321	
51005	
10529	
286554	NR_002923
286554	
102723505	NR_110876
102723505	
154865	
11279	
9759	
57524	
55847	
2132	
9551	
1357	
6775	
27165	
7336	
3695	
100133301	
100132078	NR_046085
3543	
55212	
11252	
151112	
79443	
6443	
30835	
100996342	
100996342	NR_103793
113091	
9958	
84675	
133396	
127018	
114898	
9039	
8835	
355	
6769	
1036	
51092	
23293	
102724589	NR_120677
51493	
387332	
80344	
388550	NR_027754
388550	
90333	
145946	
400891	NR_110991
400891	
63892	
416	
55250	
22941	
57484	
4490	
101928739	NR_125401
100996928	
643711	NR_077241
643711	NR_077240
643711	
79157	
79036	
64841	
2703	
55068	
388630	
29947	
55746	
65985	
6175	
100996631	
100996648	
9616	
728116	
101928205	NR_110827
55107	
6242	
9267	
138802	
286002	
286002	NR_028137
714	
2000	
100874041	NR_046756
440288	
440288	NR_038449
440288	NR_120377
440288	NR_038448
389123	
346517	
965	
102606463	
102606463	NR_110124
80323	
101928601	
23522	
5977	
10266	
6833	
10534	
90627	
7069	
114760	NR_002176
114760	NR_001524
474148	NR_002176
474148	NR_001524
57121	
492307	
57758	
11198	
646498	
388551	
2977	
55243	
100506444	
100506444	NR_125918
10948	
3759	
7018	
219858	
79797	
26682	
374383	
9805	
10162	
114659	
5445	
6207	
55219	
7180	
63906	
2963	
6491	
51276	
54996	
93979	
55359	
55319	
136263	
125962	
388960	
253044	NR_045123
253044	
54585	
56964	
10425	
147179	
100507600	NR_045486
390916	
100874054	NR_051960
9462	
121006	
254786	
100507003	
119548	
359845	
644	
389203	
4440	
26269	
7404	
733	
149708	
130367	
22852	
157638	
63910	
57209	
81844	
653781	
11051	
10137	
6541	
126133	
1379	
653505	
390275	
343930	
100131997	NR_103833
100131997	
387787	
3976	
9550	
3938	
283576	
10568	
1173	
9739	
118980	
56961	
55357	
4739	
55040	
9940	
53635	
52	
84886	
55998	
404552	
54734	
3889	
5979	
6921	
147741	
644943	
54790	
8712	
9818	
63920	
101928595	
9632	
100507064	
100507064	NR_038287
100507064	NR_038288
613	
677	
440590	
22	
83758	
9873	
11182	
158835	
4685	
8345	
25874	
8419	
9019	
3633	
140689	
8355	
2258	
1464	
11169	
154791	
5579	
93654	
93654	NR_109980
93654	NR_002331
93654	NR_109981
101927285	NR_110219
694	
5325	
11317	
102724201	
102724201	NR_125876
84759	
54107	
6758	
79602	
5338	
81931	
24141	
5228	
387758	
85443	
83719	
5825	
5137	
123264	
8927	
7534	
23187	
6490	
8499	
10844	
101928441	
101928441	NR_120471
54625	
8575	
283232	
80331	
57602	
8573	
101927112	NR_120320
101927112	
101928907	
4792	
101928424	
2730	
154064	
101927460	NR_109887
280	
64777	
8706	
57234	
57234	NR_111950
6344	
100288198	NR_040671
2566	
4791	
148808	
64175	
7095	
4092	
7225	
93380	
3035	
338799	
338799	NR_002809
102723661	
102723661	NR_125991
113246	
9096	
11057	
81887	
84068	
219873	
163589	
100287765	
100287765	NR_038988
55699	
8398	
138799	
1736	
2274	
84530	
170961	
159163	
392376	
2304	
286362	
6667	
23552	
6915	
148823	
90233	
10138	
80774	
79570	
222546	
100130894	
100130894	NR_034083
400618	NR_110877
400618	
400618	NR_103738
400618	NR_103737
102723517	NR_110877
102723517	
102723517	NR_103738
102723517	NR_103737
57620	
340900	
1120	
9744	
27247	
4326	
100506142	NR_104182
286365	
6872	
84539	
85459	
117245	
1373	
25934	
6421	
4969	
6632	
10299	
117248	
5627	
8364	
503841	
440278	
440278	NR_002318
81790	
10605	
22797	
5873	
144809	
83937	
286187	
50846	
375612	
133688	
101928381	NR_121570
101928381	
83881	
9410	
27039	
256076	
7920	NR_033488
54207	
5048	
55729	
8864	
388650	
728658	NR_026712
100874187	NR_047489
64417	
101927866	
89894	
100129138	
100129138	NR_033990
4327	
57126	
9506	
85865	NR_110085
85865	
101927446	NR_110085
101927446	
54466	
100874361	NR_047115
1020	
27294	
2983	
64374	
9324	
23082	
389874	
100874079	NR_046593
818	
11164	
81605	
55596	
27299	
9185	
400713	
285758	NR_038863
25852	
89777	
285331	
387923	
2289	
7867	
101929926	
259308	
23048	
667	
9169	
114814	
114814	NR_002328
114814	NR_104033
7090	
51637	
83551	
4242	
79642	
10252	
449520	
449520	NR_028361
64216	
10219	
142684	
118738	
128488	
4548	
9146	
80326	
9526	
100288287	
2178	
57643	
441818	NR_003558
441818	
92912	
10599	
442247	
63875	
11216	
127579	
5266	
50615	
9368	
10044	
3693	
64598	
84900	
55515	
3556	
255738	
10635	
102467213	NR_104671
102467213	
401067	
341019	
100506627	
23435	
56851	
10607	
8819	
10991	
219743	
219743	NR_073581
9543	
863	
8945	
7274	
5058	
6526	
54993	
84951	
54847	
57677	
89796	
105370829	
90850	
22800	
101929464	NR_125978
79180	
8646	
127550	
2745	
9812	
64968	
55333	
55323	
101927087	NR_110838
337968	
23677	
121355	
101929059	
101929059	NR_110744
5961	
84914	
8999	
100874048	
100874048	NR_104029
23287	
85460	
102724699	NR_125409
8394	
161931	
92292	
100287413	
338069	NR_002329
338069	
53831	
119587	
84132	
104310350	NR_126353
100101467	
93621	
161497	
339778	
6948	
253650	
5090	
4713	
1496	
2554	
100887750	NR_002816
100887750	
8771	
285527	
7138	
6150	
101929222	NR_104190
101929222	
596	
10726	
64478	
100124412	NR_026819
100124412	
284391	
5527	
390667	
100874090	NR_046647
83443	
1734	
27301	
6529	
26608	
5017	
3309	
101929565	NR_125985
11136	
161742	
9084	
4909	
257169	
4040	
92806	
101927828	
101927828	NR_108085
55854	
23619	
474383	
27179	
401109	NR_034088
9051	
8787	
7168	
149013	
25824	
3234	
339807	
339807	NR_034023
1499	
221294	
3139	NR_027822
8895	
27336	
474384	
91147	
26022	
9491	
79137	
83740	
101927032	
100130691	NR_026966
100130691	
9829	
114784	
101928845	
3565	
54991	
3191	
767	
219790	
26256	
202915	
27109	
117289	
29993	
56834	
162963	
5990	
51185	
101927450	NR_109771
79567	
55031	
84572	
57212	
57212	NR_033712
57212	NR_033711
280636	
9688	
3321	
93185	
131540	
51078	
24137	
196883	
123920	
54956	
1004	
10309	
729974	
26960	
23433	
284186	
150383	
56165	
4318	
2823	
85360	
341392	
80013	
10671	
150465	
80179	
6748	
54760	
114880	
3655	
631	
27253	
780776	
101928069	NR_120586
101928069	
246	
116337	
23601	
58524	
1977	
103695434	NR_125765
124989	
84948	
102723896	
144776	NR_027039
613212	
83547	
101928880	NR_110944
10551	
10620	
7164	
51285	
57103	
8809	
84627	
226	
51208	
51365	
148979	
55832	
347273	
6160	
54532	
100130418	NR_015352
100130418	
64853	
22949	
9747	
5257	
6542	
9211	
121456	NR_033801
121456	
3006	
140685	
343413	
1749	
10209	
440704	NR_033922
172	
172	NR_003227
172	NR_003226
1666	
254950	
2005	
1780	
57182	
65003	
9715	
200916	
80032	
399512	
3910	
643401	
643401	NR_038848
56923	
133308	
84727	
55565	
643770	NR_038383
643770	
51279	
353355	
100507437	
100507437	NR_125385
101929207	NR_109860
101929387	
101929387	NR_110945
3232	
79026	
6286	
647310	
9690	
3225	
84171	
101927288	NR_047502
79058	
132320	
25878	
5521	
5521	NR_073527
22897	
5007	
8339	
55652	
6866	
4236	
85414	
79077	
4811	
54757	NR_027751
54757	
1462	
84226	
11013	
51083	
770	
51096	
401409	
57122	
10229	
4238	
51230	
57226	
337971	
7053	
5822	
10134	
5307	
6657	
123872	
24140	
203859	
100505989	
100505989	NR_038834
307	
219899	
83641	
116442	
55789	
7499	
7499	NR_003254
100132596	
100132596	NR_003254
6428	
27094	
4994	
147111	
399881	
399881	NR_033868
285877	
997	
727857	
5437	
94027	
114781	
9748	
728458	
51160	
1211	
84747	
642366	NR_046243
642366	
5742	
51016	
220441	
3078	
9914	
10519	
118611	
100169989	NR_036635
100169989	
10129	
100287015	NR_040040
100287015	
10316	
54985	
26502	
55829	
7005	
100874063	NR_046526
145501	
57094	
3226	
101929011	
79833	
84322	
7942	
79694	
100874083	NR_046617
79623	
653604	
221749	
5407	
11122	
25926	
51311	
10204	
400941	
400941	NR_038369
4216	
23193	
646424	
202333	
131118	
101927494	
337879	
51599	
171425	
23086	
51091	
92335	
23272	
65117	
9370	
6230	
9341	
4287	
400752	NR_024270
9938	
140733	
9107	
8021	
29127	
57231	
729652	
114824	
101929592	NR_125986
8540	
6279	
222487	
5721	
5168	
11124	
162962	
100874122	NR_046750
2329	
642987	
63934	
51155	
101927096	NR_109873
101927096	
284434	
84256	
2042	
221188	
285	
6198	
51312	
145447	
256329	
100127889	
2346	
219595	
100506881	NR_125364
100506881	
53834	
282809	
101928840	NR_130780
1019	
8352	
84619	
171484	
10195	
2950	
254272	
7694	
84225	
57589	
100750225	
100750225	NR_045262
160364	
101929224	NR_110787
10094	
103164619	NR_119373
101929529	
101929529	NR_125927
101867536	NR_109833
4005	
4142	
1769	
106478956	
10877	
144481	
144481	NR_038263
10587	
126	
388566	
1046	
388228	
78991	
100874364	
100874364	NR_047505
51270	
441639	
133418	
4783	
100302401	NR_027982
100302401	
337878	
9716	
8431	
10544	
