EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]
6095	NM_002943
6095	NM_134260
6095	NM_134262
6095	
117194	NM_054030
117194	NM_001303615
2015	NM_001256253
2015	NM_001256254
2015	NM_001974
2015	NM_001256255
2015	NM_001256252
2015	
353132	NM_178349
55297	
55297	NM_018318
5826	NM_005050
5826	
645591	
56001	NM_022053
56001	
353131	NM_178348
101929688	
8502	
8502	NM_001005476
8502	NM_001304969
8502	NM_003628
8502	NM_001304970
80306	NM_025205
80306	
64518	
64518	NM_031898
27018	NM_206917
27018	NM_206915
27018	NM_014380
27018	
93377	NM_033207
93377	NM_001284323
93377	NM_001040103
93377	NM_001284322
93377	NM_001284324
93377	NM_001040102
93377	NM_001284327
93377	NM_001284326
93377	NM_001284320
93377	NM_001284321
133957	NM_145265
133957	
101928982	
79923	
79923	NM_024865
79923	NM_001297698
140596	NM_080389
4778	NM_006163
4778	NM_001136023
4778	
4778	NM_001261461
101928098	
5271	
5271	NM_001031848
5271	NM_198833
5271	NM_002640
5271	NM_001276490
9071	NM_182848
9071	NM_001160100
9071	NM_006984
9071	
57338	
57338	NM_020655
4922	
4922	NM_006183
5292	NM_002648
5292	NM_001243186
5292	
23096	NM_001111125
23096	NM_015075
23096	
199857	NM_144988
199857	
54897	NM_001079843
54897	
54897	NM_017766
55703	NM_018082
55703	NM_001160708
55703	
441058	
55502	NM_018645
55502	
55502	NM_001142853
55502	NM_001282434
55095	
55095	NM_001303614
55095	NM_018028
653509	NM_001164645
653509	NM_001093770
653509	
653509	NM_001164644
653509	NM_005411
653509	NM_001164646
653509	NM_001164647
5025	NM_002560
5025	NM_001256796
5025	
5025	NM_001261397
5025	NM_001261398
147912	NM_175875
147912	
8348	NM_003527
55657	
55657	NM_017865
55657	NM_001193328
55657	NM_001136036
170692	
170692	NM_199355
284395	
6520	NM_002394
6520	NM_001012662
6520	NM_001012664
6520	
6520	NM_001013251
101929551	
114327	
114327	NM_018100
114327	NM_001172420
79173	
79173	NM_024323
4924	NM_006184
4924	
441520	NM_001291540
102723680	NM_001291540
102723680	NM_001017436
102723680	
127544	NM_153341
127544	NM_001127361
127544	NM_001300826
440193	
440193	NM_001080414
3021	NM_005324
3021	
85395	NM_058190
85395	NM_001316983
85395	NM_001316984
85395	NM_001316985
85395	
653166	
9535	NM_001301008
9535	NM_004877
9535	
3688	NM_002211
3688	
3688	NM_133376
3688	NM_033668
51702	NM_016233
10410	NM_021034
10410	
134265	
134265	NM_152406
134265	NM_001146337
11260	NM_007235
11260	
284948	
284948	NM_198482
440138	
440138	NM_001004127
4923	NM_002531
4923	
54520	NM_019044
54520	
11313	NM_007260
11313	
2652	NM_000513
2652	
85016	NM_032930
85016	
85016	NM_001195005
149499	NM_144702
149499	
728036	NM_001080137
84307	
84307	NM_001135178
84307	NM_032347
101928940	
10664	NM_006565
10664	NM_001191022
10664	
1852	
1852	NM_001395
221302	
221302	NM_145062
340485	NM_001010887
342865	NM_001146339
1822	NM_001007026
1822	NM_001940
1822	
6804	NM_004603
6804	NM_001165903
6804	
1819	NM_001388
1819	
100862692	
6050	
6050	NM_002939
6050	NM_203383
6050	NM_203388
6050	NM_203386
6050	NM_203384
6050	NM_203387
6050	NM_203389
6050	NM_203385
105447648	
57711	
57711	NM_001145649
57711	NM_020951
257218	
257218	NM_173082
257218	NM_001042683
245935	
100506299	
64848	NM_022828
64848	
284297	
284297	NM_001195267
284297	NM_001144950
84640	NM_001290325
84640	NM_032557
84640	NM_001290326
84640	
100130301	NM_001243237
100130301	
25814	NM_013236
25814	
25814	NM_001167621
56829	NM_020119
56829	
56829	NM_024625
252995	
252995	NM_001171940
252995	NM_153756
252995	NM_001171941
2585	
2585	NM_001001556
2585	NM_002044
2585	NM_001289031
2585	NM_001289030
112770	
112770	NM_001256604
112770	NM_144580
112770	NM_001256608
112770	NM_001256609
112770	NM_001256605
57213	NM_020456
57213	
57213	NM_001127482
65056	
65056	NM_001203246
65056	NM_022913
65056	NM_001127235
65056	NM_001127236
11077	NM_007031
11077	
387775	
387775	NM_001039752
1849	NM_001947
1849	
55612	
55612	NM_017671
653598	NM_001135789
7341	NM_003352
7341	
7341	NM_001005782
7341	NM_001005781
93	NM_001106
93	
5538	NM_000310
5538	
5538	NM_001142604
123904	NM_198443
123904	
51426	NM_016218
51426	
81490	
81490	NM_030783
613211	NM_001302695
613211	
284047	
2696	NM_000164
2696	
22822	
22822	NM_007350
7037	
7037	NM_001313966
7037	NM_001313965
7037	NM_001128148
7037	NM_003234
43849	
43849	NM_145895
43849	NM_019598
43849	NM_145894
170261	NM_173798
347240	
347240	NM_194313
6241	
6241	NM_001034
6241	NM_001165931
696	NM_001732
696	
5782	NM_002835
5782	
5782	NM_001131008
5782	NM_001131009
58497	
58497	NM_001303242
58497	NM_021222
58497	NM_001303229
283489	NM_001164145
283489	NM_032436
283489	NM_001164144
283489	
100526835	NM_001112808
100526835	NM_001199327
100526835	
9530	
9530	NM_001204878
9530	NM_004874
4207	NM_005919
4207	
9533	
9533	NM_203290
6324	NM_001037
6324	
6324	NM_199037
60678	NM_021937
60678	
10777	
10777	NM_001267616
10777	NM_001267617
10777	NM_016300
10777	NM_001267618
10777	NM_001025068
10777	NM_001025069
10777	NM_001267619
10777	NM_198399
79991	NM_024928
79991	
92235	
92235	NM_001080426
29800	NM_013304
29800	
9887	
9887	NM_001174061
9887	NM_173156
9887	NM_201569
9887	NM_201568
55023	NM_017934
55023	
9652	NM_014639
9652	
51075	
51075	NM_001144012
51075	NM_015959
2996	NM_198682
2996	
2996	NM_002102
643236	NM_001123376
643236	
259287	NM_176883
104266960	
2674	NM_145793
2674	NM_005264
2674	
2674	NM_001145453
100996941	
377	NM_001659
377	
285965	
124739	
124739	NM_001267576
124739	NM_153210
23499	
23499	NM_012090
23499	NM_015038
643314	
643314	NM_012090
643314	NM_015038
101927139	
101926888	
79633	NM_001291303
79633	NM_024582
79633	NM_001291285
79633	
7465	NM_003390
7465	NM_001143976
7465	
126147	NM_145807
126147	
101927822	
57156	
57156	NM_020431
2846	
2846	NM_005296
2846	NM_001278000
222826	
222826	NM_173563
79050	NM_024078
79050	
5908	
5908	NM_001010942
5908	NM_015646
5908	NM_001251918
5908	NM_001251917
5908	NM_001251921
5908	NM_001251922
23474	NM_014297
23474	
8341	NM_003520
8341	
11155	
11155	NM_001080116
11155	NM_007078
11155	NM_001080115
11155	NM_001171611
11155	NM_001080114
11155	NM_001171610
29927	
29927	NM_013336
105371653	
79689	NM_024636
79689	NM_001205315
79689	NM_001205316
79689	
2053	NM_001979
2053	
2053	NM_001256483
2053	NM_001256484
2053	NM_001256482
79810	NM_024754
79810	
79810	NM_001284403
79810	NM_001284404
79810	NM_001284405
79932	NM_024874
79932	
100506275	
6880	NM_003187
6880	NM_001015892
102157402	NM_003187
102157402	NM_001015892
9577	
9577	NM_004899
9577	NM_199191
9577	NM_001261840
9577	NM_199194
9577	NM_199193
9577	NM_199192
4638	
4638	NM_053032
4638	NM_053031
4638	NM_053026
4638	NM_053028
4638	NM_053027
4638	NM_053025
7167	
7167	NM_000365
7167	NM_001159287
7167	NM_001258026
79982	NM_001031723
79982	NM_001278310
79982	
79982	NM_001278311
55033	NM_017946
55033	
101929315	
283777	NM_182562
283777	
1296	NM_005202
1296	NM_001294347
1296	
84498	NM_001286379
84498	NM_001286380
84498	NM_032448
84498	NM_001286381
84498	
392636	NM_001004320
392636	
5500	
5500	NM_002709
5500	NM_206876
9992	NM_172201
100505687	
139596	
139596	NM_145052
139596	NM_001307944
728558	
6456	
6456	NM_003026
440073	NM_001170738
440073	NM_015232
440073	
8518	
8518	NM_003640
102724434	
83756	NM_152228
140464	
100885796	
157381	
9917	
9917	NM_014864
79088	NM_024106
79088	
79088	NM_001300883
1261	NM_001079878
1261	
1261	NM_001298
343068	
83696	NM_031466
83696	
83696	NM_001160372
1378	
1378	NM_000573
1378	NM_000651
201516	NM_152677
201516	
5649	NM_005045
5649	NM_173054
5649	
283953	
283953	NM_001146336
283953	NM_001290097
283953	NM_001290095
3822	
3822	NM_002260
132720	NM_152400
54626	
54626	NM_019089
5018	
5018	NM_005015
9724	NM_021645
51053	NM_001251989
51053	NM_001251990
51053	NM_015895
51053	
51053	NM_001251991
400794	
55626	NM_001267782
55626	NM_017749
55626	NM_001267783
55626	NM_001300731
55626	
26291	
26291	NM_019113
84203	
84203	NM_032243
84203	NM_001098529
125150	
125150	NM_001042698
125150	NM_001042697
115650	NM_052945
711	
5480	NM_000943
5480	
170591	
170591	NM_130772
5335	NM_002660
5335	NM_182811
5335	
728660	
66036	NM_015458
66036	
338761	NM_001008223
117581	NM_057179
117581	NM_001271893
389152	NM_001134657
90135	
90135	NM_033271
92691	
92691	NM_138390
92691	NM_001142311
92691	NM_001142312
92691	NM_001142310
102723854	
149986	
149986	NM_144703
55891	
55891	NM_018655
100420587	
729627	NM_001134659
829	NM_006135
829	
139818	
139818	NM_144658
101928251	
93624	
93624	NM_152293
8607	
8607	NM_003707
100131897	NM_001129891
100131897	
9761	NM_014730
9761	NM_001303627
9761	NM_001303628
9761	
4250	NM_002411
4250	
4500	
84617	
84617	NM_001303529
84617	NM_032525
84617	NM_001303524
84617	NM_001303526
84617	NM_001303525
10549	
10549	NM_006406
100506243	
100506243	NM_001205272
26059	NM_015576
26059	
54967	NM_001031705
54967	NM_017863
780852	
3281	NM_001537
3281	
117584	
117584	NM_001017368
3178	NM_002136
3178	
3178	NM_031157
57834	NM_001128932
57834	
57834	NM_021187
8896	
8896	NM_003910
100129931	
2195	NM_005245
2195	
6822	NM_003167
100507274	
440699	NM_001005214
8570	NM_003685
8570	
266722	NM_153456
266722	
338872	NM_001303138
338872	NM_178540
338872	NM_001303137
100506530	
10362	
10362	NM_006339
128240	
128240	NM_144772
105221694	
4953	NM_001287188
4953	NM_002539
4953	NM_001287189
4953	NM_001287190
4953	
51714	
51714	NM_016275
79814	NM_024758
130132	NM_144629
130132	
51622	
51622	NM_015622
399697	NM_001145668
339479	NM_199051
339479	
5359	NM_021105
5359	
6910	NM_080717
6910	NM_000192
6910	NM_181486
6910	
3755	NM_002237
3755	
9969	NM_005121
9969	
3662	NM_002460
3662	NM_001195286
3662	
23533	
23533	NM_014308
23533	NM_001251855
23533	NM_001251851
23533	NM_001251853
23533	NM_001142633
23533	NM_001251852
7137	
7137	NM_000363
147710	NM_001205280
147710	
401039	
286753	
50804	NM_016132
50804	
50804	NM_001301210
401232	
642929	
338661	NM_001013743
338661	
121536	
121536	NM_001114176
121536	NM_153207
121536	NM_001267043
100506733	
5371	NM_002675
5371	NM_033247
5371	NM_033239
5371	NM_033250
5371	NM_033238
5371	
5371	NM_033244
5371	NM_033240
5371	NM_033249
5371	NM_033246
1996	NM_001144776
1996	
1996	NM_001144775
1996	NM_001144774
1996	NM_021952
1996	NM_001294348
1996	NM_001144777
116447	
116447	NM_052963
116447	NM_001258446
116447	NM_001258447
100129482	
26091	
26091	NM_001278185
26091	NM_022079
26091	NM_001278186
26091	NM_015601
26091	NM_001278187
101928445	
339788	
53353	NM_018557
53353	
26580	
26580	NM_001130702
26580	NM_001122955
26580	NM_032667
26578	NM_012383
5361	NM_032242
5361	
441024	
441024	NM_001144978
121457	NM_201613
121457	NM_201612
121457	NM_153687
100505619	
728741	
728741	NM_001282524
9475	NM_004850
9475	
2912	NM_000839
2912	
7057	
7057	NM_003246
252948	
122748	NM_001004480
284759	
284759	NM_001122962
284759	NM_001134836
84057	NM_032117
84057	
84057	NM_001253861
9348	
9348	NM_004784
8756	
8756	NM_003817
64222	NM_022371
64222	
399664	NM_001174118
399664	NM_203304
399664	
26689	NM_012374
25828	NM_012473
25828	
165	NM_001129
165	
448835	NM_001128600
4343	
4343	NM_020963
4343	NM_001130079
4343	NM_001286072
940	
940	NM_006139
940	NM_001243078
26285	NM_012131
340481	NM_178566
340481	
102724927	
101927599	
170370	NM_001164484
5313	NM_181871
5313	NM_000298
5313	
100289092	
65220	NM_023018
65220	NM_001198993
65220	NM_001198994
65220	NM_001198995
65220	
23613	
23613	NM_001281778
23613	NM_183048
23613	NM_001281771
23613	NM_001281774
23613	NM_001281776
23613	NM_001281775
23613	NM_001281783
23613	NM_012408
23613	NM_001281784
23613	NM_001281781
23613	NM_183047
23613	NM_001281777
23613	NM_001281782
23613	NM_001281773
23613	NM_001281772
23613	NM_001281780
23613	NM_001281779
27131	
27131	NM_014426
27131	NM_001282454
27131	NM_152227
1521	NM_001335
1521	
162699	NM_145653
101930165	NM_145653
64106	NM_022146
285441	
28960	NM_014026
28960	
253582	NM_001010876
253582	
79966	NM_001037582
79966	NM_024906
23593	
23593	NM_014320
441317	
7025	NM_005654
7025	
339175	NM_181725
339175	
8342	NM_003521
2857	NM_001097579
2857	NM_005300
2857	
390231	NM_001271942
390231	NM_001146162
390231	
8493	NM_003620
8493	
10713	
10713	NM_001256725
10713	NM_006590
10713	NM_001256726
10713	NM_001256727
10713	NM_001256728
55001	NM_001114108
55001	
55001	NM_017904
2326	
2326	NM_001282692
2326	NM_001282694
2326	NM_002021
2326	NM_001282693
8330	NM_003510
8368	NM_003546
2295	NM_001452
155066	NM_001100592
155066	
155066	NM_001289990
155066	NM_145230
2300	
2300	NM_005250
8453	
8453	NM_003591
8453	NM_001198777
8453	NM_001198778
8453	NM_001198779
101927352	
64418	NM_022484
64418	NM_001287497
64418	
285972	
104355296	
83416	
83416	NM_031281
83416	NM_001195388
101927210	
83597	NM_031440
390442	NM_001004479
1469	NM_001898
1469	
1212	NM_007097
1212	NM_001834
1212	
54900	NM_017773
54900	NM_001136190
54900	
23338	
23338	NM_001289985
23338	NM_001308143
23338	NM_001289984
23338	NM_015288
100996324	
10744	NM_006607
56681	NM_001142648
56681	
56681	NM_020150
79874	
79874	NM_024816
51252	NM_016490
51252	NM_001122646
51252	
105378739	
3090	
3090	NM_001098202
3090	NM_006497
55248	NM_018252
55248	
55248	NM_001198862
56110	NM_032054
56110	NM_018918
126353	NM_173481
126353	
23386	NM_015332
23386	
10262	NM_005850
10262	
5723	
5723	NM_004577
6855	NM_003179
6855	
26472	
26472	NM_138689
100272147	NM_001018024
100272147	
414241	
439965	
148867	NM_133496
148867	NM_001144884
148867	
9880	NM_014830
7576	
7576	NM_006969
346	NM_001646
346	
392509	
392509	NM_001162491
143678	
143678	NM_001080446
9597	
4184	NM_030663
79827	NM_024769
79827	
100131439	NM_001115152
9559	
9559	NM_001035260
9559	NM_004896
10432	NM_006328
10432	NM_001198836
10432	
10432	NM_001198837
90113	NM_138345
90113	
219477	NM_001005205
2662	NM_004962
4899	
4899	NM_001293163
4899	NM_001040110
4899	NM_001293164
4899	NM_005011
23181	NM_001146116
23181	NM_206889
23181	NM_001146115
23181	NM_206890
23181	NM_206891
23181	NM_015151
23181	
170627	
170627	NM_130775
3104	
3104	NM_001278648
3104	NM_001278647
3104	NM_005341
100129075	
645485	
100287592	
440132	
101927688	
23242	
23242	NM_015198
23242	NM_001287438
23242	NM_001287436
56301	NM_019849
56301	
164395	NM_001008409
164395	
101928295	
9284	NM_006985
642778	NM_006985
642799	NM_006985
101059938	NM_006985
101059953	NM_006985
102724993	NM_006985
11052	NM_007007
11052	
11052	NM_001300947
4008	NM_005358
4008	
4008	NM_015842
401613	
202500	NM_182539
202500	
669	NM_001724
669	NM_001293085
669	NM_199186
669	
121793	NM_001303133
121793	NM_152324
9978	
9978	NM_014248
5577	NM_002736
5577	
163747	NM_152607
163747	NM_001110533
100130887	
114793	NM_052905
114793	
23345	NM_182961
23345	
23345	NM_033071
171391	
2567	NM_033223
2567	NM_001270873
2567	
50509	NM_015719
50509	
54763	NM_017578
54763	NM_001317774
54763	
79740	NM_024687
79740	NM_001199201
79740	
79740	NM_001199202
102725079	
64766	
64766	NM_001256121
64766	NM_022753
340784	NM_001105574
643733	
11021	NM_006861
11021	
11021	NM_001167606
101926911	
8824	NM_198061
8824	
8824	NM_003869
400533	
339324	NM_001166038
339324	NM_001166037
339324	NM_001012756
339324	
339324	NM_001166036
26272	
26272	NM_033484
26272	NM_012176
26272	NM_001297437
1140	NM_000747
1140	
3265	
3265	NM_176795
3265	NM_001130442
3265	NM_005343
84529	NM_001130010
84529	NM_001290233
84529	
84529	NM_032499
84529	NM_001290232
4258	NM_002413
4258	NM_001204368
4258	
4258	NM_001204366
4258	NM_001204367
55848	NM_018465
55848	
51569	
51569	NM_001286704
51569	NM_001286706
51569	NM_016617
51569	NM_001286703
105377213	
10230	
4493	NM_175617
4493	
58	NM_001100
58	
105376100	
105377105	
284034	
3589	NM_000641
3589	NM_001267718
3589	
100874089	
11193	NM_007187
6557	
6557	NM_001184832
6557	NM_000338
103106903	
10949	NM_006805
23047	NM_015032
23047	
644070	NM_001310219
442524	
284	NM_001146
284	NM_001199859
284	
942	NM_001206925
942	NM_001206924
942	NM_175862
942	
942	NM_006889
942	NM_176892
100131137	NM_001128326
4289	
4289	NM_013255
4289	NM_001145354
1871	NM_001949
1871	NM_001243076
1871	
7802	NM_003462
7802	
101929023	
55840	
55840	NM_018456
10178	NM_014253
10178	
10178	NM_001163279
10178	NM_001163278
7798	
7798	NM_001142546
7798	NM_033631
7223	NM_016179
7223	NM_003306
7223	
7223	NM_001135957
7223	NM_001135955
7223	NM_001135956
7223	NM_001135958
57472	
57472	NM_001303241
3167	NM_005519
3714	NM_002226
3714	NM_145159
3714	
2021	NM_004435
54072	
10495	NM_001281736
10495	
10495	NM_182314
10495	NM_006375
444	NM_004318
444	
444	NM_032466
444	NM_001164755
444	NM_001164751
444	NM_001164752
444	NM_032468
444	NM_001164753
444	NM_020164
444	NM_032467
444	NM_001164756
444	NM_001164754
444	NM_001164750
26135	NM_015640
26135	NM_001018067
26135	NM_001018069
26135	NM_001018068
26135	
94025	NM_024690
94025	
440956	NM_001143833
8420	
389761	NM_001145197
92369	NM_080862
92369	
126326	NM_133261
161142	
161142	NM_173526
10261	NM_005849
10261	
58529	NM_021245
4774	
4774	NM_001145511
4774	NM_001145512
4774	NM_001134673
4774	NM_005595
84503	
84503	NM_032453
606495	
606495	NM_001031672
10998	
10998	NM_012254
84992	NM_001042616
440823	
80167	
80167	NM_001039717
6990	
6990	NM_006520
284346	
284346	NM_174945
85014	NM_032928
85014	
101927809	
2864	NM_005303
360132	
79905	NM_001300732
79905	NM_024847
79905	
79905	NM_001160364
83479	
83479	NM_001031725
8905	NM_003916
8905	
8905	NM_001272071
2247	
2247	NM_002006
402665	NM_001101372
83608	NM_031446
83608	
83608	NM_001201475
83608	NM_001201474
83608	NM_001201476
4686	NM_002486
4686	
10803	NM_031200
10803	NM_006641
10803	
10803	NM_001256369
100133941	NM_013230
100133941	
100133941	NM_001291739
100133941	NM_001291737
100133941	NM_001291738
25822	NM_001135004
25822	NM_012266
25822	
25822	NM_001135005
388581	
388581	NM_001014980
101928769	
284260	
408263	NM_001001343
408263	
440955	NM_001008269
57666	NM_001142641
57666	
54498	
54498	NM_175840
54498	NM_175839
54498	NM_175842
54498	NM_175841
54498	NM_001270691
53373	
53373	NM_017901
53373	NM_001143819
53373	NM_001301214
55116	
55116	NM_018056
2831	NM_005285
9337	
9337	NM_001301083
9337	NM_001301075
9337	NM_001301082
9337	NM_004779
9337	NM_001301086
9337	NM_001301073
9337	NM_001301080
9337	NM_001301077
9337	NM_001301074
221786	NM_145111
221786	
100288485	NM_001190489
100874241	
285126	NM_173650
285126	
285126	NM_001303127
285126	NM_001303128
645864	NM_001277307
645864	
729422	NM_001098408
729428	NM_001098408
57523	NM_025081
57523	
56155	NM_198393
56155	
56155	NM_001201457
56155	NM_031272
4218	NM_005370
4218	
100423062	NM_001178126
100423062	
100423062	NM_001256296
440028	
100287399	
100287399	NM_001277303
2909	NM_004491
2909	
5147	NM_002601
5147	NM_001291018
5147	
57477	
57477	NM_020717
56158	
56158	NM_031275
6335	NM_002977
6335	
84671	
84671	NM_032584
84671	NM_001172675
84671	NM_001172674
57597	NM_001291324
57597	
6317	NM_006919
6317	
219956	NM_001005212
219956	
5450	NM_006235
5450	
10009	NM_006777
10009	NM_001184742
4515	
4515	NM_001018025
57050	NM_020368
9788	NM_001282974
9788	NM_014751
9788	
9788	NM_001282971
9793	NM_001008938
9793	
9793	NM_014756
441525	NM_001009613
441525	
2334	NM_002025
2334	NM_001169123
2334	NM_001169122
2334	
2334	NM_001169125
2334	NM_001169124
2334	NM_001170628
64778	
64778	NM_022763
64778	NM_001135095
2865	NM_005304
2865	
135	NM_001278499
135	NM_000675
100506888	NM_001242907
136991	NM_130768
136991	NM_001301821
136991	NM_001301822
136991	
101930171	
105369241	
3291	
3291	NM_000196
10081	NM_005707
10081	
8567	
8567	NM_130470
8567	NM_001135943
8567	NM_130472
8567	NM_130474
8567	NM_130473
8567	NM_003682
8567	NM_130471
8567	NM_001135944
8567	NM_130475
8567	NM_130476
3237	
3237	NM_021192
100130933	
100130933	NM_001162997
100874208	
9991	NM_001244897
9991	NM_001163788
9991	NM_005156
9991	NM_001244896
9991	
9991	NM_001244898
9991	NM_001163790
101927835	
79953	NM_024893
79953	
25829	NM_012264
25829	
25829	NM_001195071
25829	NM_001195072
101927253	
11184	
11184	NM_007181
11184	NM_001042600
10520	
10520	NM_198855
10520	NM_001265599
10520	NM_001265600
10520	NM_001265597
10520	NM_006385
10520	NM_001265598
9948	NM_017491
9948	
9948	NM_005112
2919	
2919	NM_001511
57146	
57146	NM_001301769
