EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]
23452	
7177	NM_003294
7177	
105375483	
101927891	
94059	NM_001301782
89927	NM_033201
89927	
89927	NM_001142469
503542	NM_001012508
101927526	
57107	NM_020381
57107	
105376480	
101927348	
203547	
203547	NM_001017980
79023	
79023	NM_024057
151477	
80185	
80185	NM_001265581
80185	NM_001102401
80185	NM_025115
441191	
6624	NM_003088
6624	
51690	NM_016199
51690	
144423	
144423	NM_144669
4987	
4987	NM_001200019
4987	NM_182647
4987	NM_000913
6905	NM_003193
6905	NM_001287802
6905	
6905	NM_001079515
6905	NM_001287801
83481	NM_031308
83481	
644192	
84264	
84264	NM_032304
84264	NM_001290139
84264	NM_001290137
360030	NM_001145465
92105	
92105	NM_033547
79919	NM_024861
79919	NM_001282921
79919	NM_001085437
79919	
101928402	
128077	NM_153713
5580	
5580	NM_212539
5580	NM_006254
51046	NM_015879
51046	
642612	NM_001195234
2189	
2189	NM_004629
139081	NM_138702
139081	
139081	NM_177456
6633	NM_004597
6633	
6633	NM_177542
23329	
23329	NM_015279
905	
905	NM_001241
905	NM_058241
101927363	
389792	NM_203434
8894	NM_003908
8894	NM_001316363
7391	NM_001276373
7391	NM_207005
7391	NM_007122
7391	
11130	
11130	NM_001005413
11130	NM_032997
11130	NM_007057
4351	
4351	NM_002435
4351	NM_001289155
4351	NM_001289156
4351	NM_001289157
3416	NM_004969
3416	
3416	NM_001165946
56163	NM_001184993
56163	NM_031277
56163	
7276	NM_000371
7276	
646658	
646658	NM_001105579
8354	NM_003533
375	NM_001658
375	
375	NM_001024226
375	NM_001024228
375	NM_001024227
956	NM_001248
956	
956	NM_001291960
956	NM_001291961
150684	
150684	NM_152516
4204	NM_004992
4204	NM_001110792
4204	
117145	NM_053055
117145	
57670	NM_020910
57670	NM_001164665
101927718	
283685	
283685	NM_001304388
79788	
79788	NM_024733
51329	NM_016638
51329	NM_001278379
51329	NM_018694
51329	
51329	NM_001002251
51329	NM_001278378
51329	NM_001002252
51329	NM_001278380
51255	
51255	NM_016494
101929653	
79869	NM_024811
79869	NM_001136040
79869	NM_001142565
79869	
10231	NM_005822
10231	NM_001251974
10231	NM_001251973
10231	
967	
967	NM_001257400
967	NM_001267698
967	NM_001257391
967	NM_001257389
967	NM_001780
967	NM_001257392
967	NM_001257401
967	NM_001257390
6300	
6300	NM_002969
6300	NM_001303252
54935	
54935	NM_017823
138240	NM_001128618
138240	
30011	NM_031892
30011	NM_001184960
30011	NM_001024666
30011	
1434	NM_001316
1434	
1434	NM_001256135
212	NM_001037968
212	NM_000032
212	NM_001037967
212	
151651	NM_144715
151651	
1203	NM_006493
1203	
1649	
1649	NM_001195056
1649	NM_001195054
1649	NM_001195055
1649	NM_001195053
1649	NM_001195057
1649	NM_004083
54986	
54986	NM_017886
5576	
5576	NM_004157
1735	NM_001362
4626	NM_002472
101927455	
57124	NM_020404
6010	NM_000539
4762	NM_006161
5495	
5495	NM_001033557
5495	NM_002706
5495	NM_177968
5495	NM_177969
81544	
81544	NM_030792
5563	NM_006252
5563	
126969	NM_001258342
126969	NM_001114106
126969	NM_001258340
126969	NM_001258343
126969	NM_001258341
126969	NM_152369
126969	
126969	NM_001301079
8362	NM_003541
145497	NM_194287
145497	
8131	
8131	NM_001243249
8131	NM_001039476
8131	NM_001243248
8131	NM_001243247
8131	NM_001077350
55741	NM_001145025
55741	NM_018217
344838	
344838	NM_198504
101927571	
10206	
10206	NM_005798
10206	NM_052811
10206	NM_213590
10206	NM_001007278
10994	
10994	NM_006844
414	NM_001669
414	
11335	NM_007276
11335	NM_016587
11335	
399949	NM_001100388
399949	
399949	NM_207430
23276	
23276	NM_025010
58495	
58495	NM_021220
84651	
84651	NM_032566
25799	
25799	NM_014347
4057	NM_002343
4057	NM_001199149
4057	
347736	NM_178130
347736	
283025	
101928988	
5068	NM_138937
5068	NM_002580
5068	
5068	NM_138938
55180	
55180	NM_001040616
3009	NM_005322
79847	NM_024789
79847	
1181	NM_004366
1181	NM_001171087
1181	
1181	NM_001171088
1181	NM_001171089
8336	NM_003514
101927921	
8408	NM_003565
8408	
56261	NM_019593
56261	
149951	NM_053041
149951	
149951	NM_001099339
9700	
9700	NM_012291
83550	NM_054021
2937	NM_000178
2937	
10454	NM_006116
10454	
10454	NM_153497
203430	NM_152694
644660	
84162	
84162	NM_015312
5631	NM_002764
5631	
5631	NM_001204402
7757	
7757	NM_007153
399717	
9928	NM_014875
9928	
145200	
728369	NM_001242327
728369	
101927314	
3020	
3020	NM_002107
57541	NM_020781
57541	
57541	NM_170686
23190	NM_014607
23190	
388969	NM_001013649
388969	
55092	NM_001136216
55092	
55092	NM_018022
55092	NM_001136218
55092	NM_001136217
79659	NM_001377
79659	
79659	NM_001080463
55435	NM_018569
55435	
55435	NM_001128426
8331	NM_021066
55327	NM_018362
55327	
375757	
375757	NM_001040011
10395	NM_182643
10395	NM_006094
10395	
10395	NM_001164271
10395	NM_024767
317754	NM_174981
317754	
5894	NM_002880
5894	
79568	
79568	NM_024520
56650	
56650	NM_001040199
56650	NM_001040181
56650	NM_001040183
56650	NM_019895
56650	NM_001040182
56650	NM_001040200
10130	NM_005742
10130	NM_001282704
10130	NM_001282705
10130	
10130	NM_001282707
10130	NM_001282706
57224	NM_020464
57224	NM_001144060
57224	
2918	NM_000845
2918	NM_001127323
2918	
84247	NM_032287
312	NM_001003954
312	NM_004306
312	
23461	NM_172232
23461	NM_018672
23461	
389337	
389337	NM_001001669
66000	
66000	NM_001136469
66000	NM_023943
66000	NM_001282865
2738	
2738	NM_138465
284124	
10657	NM_006559
10657	
10657	NM_001271878
6236	
6236	NM_001128850
6236	NM_004165
7297	
7297	NM_003331
80131	NM_025061
80131	
80131	NM_001268284
389741	
11183	
11183	NM_006575
11183	NM_198794
255626	NM_170610
283238	
283238	NM_173586
283238	NM_001136506
619208	NM_001033564
619208	
80320	NM_199262
80320	NM_001258248
167	NM_170609
167	NM_001131
167	NM_001205220
167	
2900	NM_014619
2900	
2900	NM_001282470
2900	NM_001282473
6711	NM_003128
6711	
6711	NM_178313
9778	
9778	NM_014743
9778	NM_001100590
401507	
1604	NM_001300904
1604	NM_001300903
1604	NM_000574
1604	NM_001300902
1604	
1604	NM_001114752
401082	
284716	
284716	NM_173642
421	NM_001670
421	
51490	NM_016390
51490	
79891	
79891	NM_024833
729970	
114789	NM_001006641
114789	
114789	NM_001265614
114789	NM_001006642
114789	NM_052901
8892	NM_014239
8892	
284546	NM_001136508
284546	
100507059	
101928144	
2150	
2150	NM_005242
389384	NM_001010903
284293	NM_001123366
284293	
84085	NM_032145
7227	NM_001282903
7227	NM_014112
7227	
7227	NM_001282902
3174	
3174	NM_004133
153469	
56180	NM_019556
56180	
56180	NM_001306188
100527963	NM_001199662
100527963	NM_001199661
100527963	NM_001199664
100527963	NM_001199663
5550	NM_002726
5550	
7277	NM_006000
7277	NM_001278552
7277	
9695	
9695	NM_014674
494197	NM_001009616
493	NM_001684
493	
493	NM_001001396
4495	NM_005950
4495	
4495	NM_001301267
101927156	
105374436	
25989	NM_001284365
25989	NM_001099436
25989	
25989	NM_001284364
84274	NM_032314
84274	
80312	NM_030625
6817	
6817	NM_177536
6817	NM_177529
6817	NM_001055
6817	NM_177530
6817	NM_177534
106699570	
10158	
10158	NM_005764
9375	NM_004800
9375	
56647	NM_078468
56647	NM_078469
56647	NM_016567
56647	
84129	
84129	NM_032169
80709	
80709	NM_030767
27065	
27065	NM_001040101
27065	NM_001287764
27065	NM_014392
27065	NM_001287763
54431	NM_018981
54431	
54431	NM_001271581
7799	
7799	NM_001135610
7799	NM_012231
7799	NM_001007257
7799	NM_015866
101927228	
412	NM_000351
79640	
79640	NM_001142964
166	
166	NM_198969
166	NM_198970
166	NM_001130
1731	NM_052838
1731	
23200	NM_014616
23200	
100288079	
4861	
4861	NM_002517
100132686	
728343	
728343	NM_001099686
3359	
3359	NM_001161772
3359	NM_213621
3359	NM_000869
254559	
3635	NM_005541
3635	
3635	NM_001017915
140625	NM_080431
92170	
92170	NM_138384
100271846	NM_001191055
100128788	
58488	NM_021213
58488	
58488	NM_001102402
5203	NM_002623
5203	
101929696	
54890	
54890	NM_017758
25797	NM_012413
25797	
1153	
1153	NM_001300829
1153	NM_001280
1153	NM_001300815
8722	NM_003793
8722	
105372290	
55534	NM_018717
55534	
9728	
9728	NM_001193489
9728	NM_014701
417	
417	NM_004314
341346	
341346	NM_001145010
4208	NM_002397
4208	NM_001193350
4208	NM_001193347
4208	NM_001131005
4208	NM_001308002
4208	
4208	NM_001193349
4208	NM_001193348
26524	NM_014572
26524	
441520	NM_001291535
102723737	NM_001291535
102723737	NM_001017436
102723737	
758	
758	NM_001044370
2078	
2078	NM_182918
2078	NM_001243429
2078	NM_001136154
2078	NM_001136155
2078	NM_001243428
2078	NM_004449
154091	NM_145176
56103	NM_032096
56103	NM_018923
820	NM_004345
100861518	
91662	NM_144687
91662	NM_001277129
91662	
91662	NM_001277126
4809	NM_001003796
4809	
4809	NM_005008
128611	NM_178457
90353	NM_145232
80198	
80198	NM_025128
80380	NM_025239
652995	
6383	NM_002998
6383	
100287948	
127	NM_001306171
127	NM_001306172
127	NM_000670
127	
58158	NM_021191
1670	NM_021010
10983	NM_006835
10983	
400932	
191	NM_000687
191	
191	NM_001161766
282973	NM_001105521
282973	
5885	NM_006265
5885	
10636	NM_006480
10636	
5476	
5476	NM_000308
5476	NM_001167594
5476	NM_001127695
56945	
56945	NM_020191
146512	
2303	NM_005251
128989	
128989	NM_001283179
128989	NM_001283186
128989	NM_001283116
128989	NM_001283154
128989	NM_152906
128989	NM_001283148
128989	NM_001283106
128989	NM_001283215
128989	NM_001283129
128989	NM_001283235
128989	NM_001283199
128989	NM_001283248
84852	
1350	NM_001867
1350	
80853	NM_030647
80853	
83941	NM_032027
83941	
59067	NM_021803
59067	NM_001207006
103752587	
8874	
8874	NM_145735
8874	NM_003899
8874	NM_001113513
8874	NM_001113512
8874	NM_001113511
23300	NM_015251
23300	
23300	NM_001300728
101927697	
22994	NM_001009811
22994	
22994	NM_014984
347853	NM_005995
22916	
22916	NM_007362
22916	NM_001042540
22916	NM_001308036
5805	NM_000317
5805	
102724421	
54934	
54934	NM_017822
158	
158	NM_000026
158	NM_001123378
163	
163	NM_001282
163	NM_001030006
101929538	
9547	
9547	NM_004887
162461	NM_001168215
162461	NM_153229
162461	
374987	
10468	NM_013409
10468	NM_006350
10468	
79594	NM_024544
646023	
115106	NM_138443
115106	
1844	NM_004418
1844	
4967	
4967	NM_001003941
4967	NM_001165036
4967	NM_002541
57158	NM_020433
57158	NM_175913
476	
476	NM_000701
476	NM_001160234
476	NM_001160233
9420	
9420	NM_004820
26338	NM_001004739
159090	NM_001166599
159090	
159090	NM_145284
159090	NM_001170756
159090	NM_001170757
159090	NM_001166600
154810	
154810	NM_001301007
154810	NM_130847
201292	
201292	NM_173547
201292	NM_001256124
1386	NM_001880
1386	NM_001256090
1386	NM_001256092
1386	NM_001256093
1386	
1386	NM_001256094
1386	NM_001256091
51377	NM_015984
51377	
51377	NM_001199261
51377	NM_001199262
51377	NM_001199263
147660	NM_001099694
147660	
147686	NM_001317029
147686	NM_001317030
147686	NM_133460
147686	NM_001317028
147686	
192683	
192683	NM_001178112
192683	NM_138967
192683	NM_001178111
83464	
83464	NM_031301
83464	NM_001145646
10890	
10890	NM_016131
54497	
54497	NM_019024
10906	NM_006700
10906	
10906	NM_001143906
221955	
221955	NM_139179
221955	NM_001142936
118856	NM_147191
138046	
138046	NM_001100392
138046	NM_001100393
138046	NM_173848
138046	NM_001287243
138046	NM_001100391
138046	NM_001287244
414201	
100130742	
100130742	NM_001129890
441911	NM_001004467
285335	NM_183061
285335	
6495	NM_005982
6495	
196872	
388336	NM_207386
388336	NM_001173462
388336	NM_001173461
388336	
2298	NM_207305
9899	NM_001167580
9899	NM_014848
9899	
1795	NM_004947
79446	
79446	NM_001161476
79446	NM_024515
1435	
1435	NM_000757
1435	NM_172212
1435	NM_172211
1435	NM_172210
8745	NM_003812
8745	
7283	NM_001070
7283	
353134	NM_178352
83640	NM_031452
4983	NM_002547
4983	
2488	NM_000510
2488	NM_001018080
2488	
4128	NM_000240
4128	
4128	NM_001270458
153745	NM_130899
100129792	NM_001134848
100129792	
145173	NM_194318
145173	
4037	
4037	NM_002333
158747	NM_001177475
158747	NM_152581
158747	
150379	
150379	NM_138814
150379	NM_001177675
219409	NM_145657
27129	
27129	NM_014424
647135	NM_001271870
647135	
117583	
117583	NM_001302769
117583	NM_152526
117583	NM_057177
117583	NM_205863
8309	
8309	NM_003500
116461	NM_052965
116461	NM_001300764
116461	
116461	NM_001300766
116461	NM_001127394
8565	
8565	NM_003680
6457	
6457	NM_003027
6457	NM_001301108
6457	NM_001301109
57492	NM_020732
57492	NM_017519
57492	
6294	
6294	NM_002967
6294	NM_001201339
6294	NM_001201340
6294	NM_001201338
60560	NM_024635
60560	
392459	
132	NM_006721
132	
132	NM_001123
132	NM_001202450
132	NM_001202449
58525	NM_021241
58525	
55122	NM_018064
55122	
9383	
64066	NM_022122
9047	NM_001161443
9047	NM_001161442
9047	NM_001161444
9047	NM_003975
9047	
9047	NM_001161441
3508	NM_002180
3508	
728379	NM_001242328
728379	
56929	NM_020177
93661	NM_033328
1840	
1840	NM_004416
100852410	
26851	
100131827	
100131827	NM_001290210
100131827	NM_001290209
55863	NM_018480
55863	
55863	NM_001256547
55863	NM_001193538
55863	NM_001256546
5586	
5586	NM_006256
414208	
94032	NM_033259
2852	
2852	NM_001505
2852	NM_001098201
2852	NM_001039966
282706	
338599	NM_001003892
347148	
347148	NM_198180
389763	NM_001001670
389763	
55507	NM_018654
55507	
8356	NM_003535
8356	
11167	NM_007085
11167	
5142	NM_001297441
5142	NM_001037341
5142	NM_001297440
5142	NM_002600
5142	NM_001037340
5142	
5142	NM_001037339
5142	NM_001297442
1854	
1854	NM_001025249
1854	NM_001025248
1854	NM_001948
23255	
23255	NM_015210
56996	
56996	NM_001267814
56996	NM_020246
56996	NM_001267812
100130587	
54549	NM_001144952
54549	
100874114	
54998	
54998	NM_017900
54998	NM_001127230
54998	NM_001127229
8332	NM_003511
267012	
267012	NM_001161812
267012	NM_172370
267012	NM_001161814
80256	
80256	NM_025182
100129550	
8363	NM_021968
92162	NM_203411
92162	
79961	
79961	NM_024901
79961	NM_001271833
84839	NM_032753
84839	
10393	
10393	NM_001256706
10393	NM_001256707
10393	NM_014885
10393	NM_001256709
10393	NM_001256708
1244	NM_000392
1244	
5966	NM_002908
5966	NM_001291746
27347	
27347	NM_013233
3667	NM_005544
3667	
79187	NM_024333
79187	
79738	NM_024685
65982	
65982	NM_023926
65982	NM_001145543
65982	NM_001145544
65982	NM_001145542
57559	NM_020799
57559	
23328	
23328	NM_015278
1142	
1142	NM_000749
7114	NM_021109
7114	
9674	NM_001162893
9674	NM_014656
9674	NM_001162894
9674	NM_001162895
9674	
613209	NM_001033017
3823	NM_002261
3823	NM_007333
51231	NM_016440
51231	NM_001025778
51231	
51231	NM_001308420
79856	
79856	NM_024798
149628	
149628	NM_152501
149628	NM_198928
149628	NM_198929
149628	NM_198930
221496	
221496	NM_181336
221496	NM_001143944
79094	NM_001142776
79094	
79094	NM_024111
80210	NM_025139
80210	NM_001291656
80210	
80210	NM_001271466
80778	NM_030580
80778	NM_001286769
80778	
80778	NM_001286770
100289635	NM_183238
100289635	NM_001164715
100289635	
10336	
10336	NM_006315
201191	NM_001257359
201191	
201191	NM_174920
55324	NM_018358
55324	
10243	NM_001024218
10243	NM_020806
10243	
5664	
5664	NM_000447
5664	NM_012486
5469	
5469	NM_004774
5205	
5205	NM_005603
132954	NM_152401
132954	
101101773	
5340	NM_001168338
5340	NM_000301
5340	
167153	
167153	NM_001297744
167153	NM_001297745
167153	NM_173797
167153	NM_001114393
167153	NM_001114394
10409	
10409	NM_006317
10409	NM_001271606
10761	NM_021796
10761	
7507	
7507	NM_000380
201973	NM_152683
201973	NM_001300767
201973	
201973	NM_001300768
8692	
8692	NM_003773
8692	NM_033158
64699	
64699	NM_001256317
64699	NM_024022
64699	NM_032405
51438	NM_016249
80218	NM_025146
80218	
80218	NM_001308445
285973	
285973	NM_173681
8434	NM_021111
8434	
101929093	
104355289	
324	
324	NM_001127511
324	NM_000038
324	NM_001127510
101929331	
100134713	
7580	NM_006973
7580	
7580	NM_001005368
4669	NM_000263
4669	
55006	
55006	NM_017910
10989	
10989	NM_001100170
10989	NM_006839
10989	NM_001100169
79641	NM_024589
79641	
120224	NM_138788
120224	
22836	
22836	NM_014899
3712	
3712	NM_002225
3712	NM_001159508
728734	
2256	
2256	NM_004112
2256	NM_001303460
5212	NM_053276
5212	NM_001177972
5212	
5212	NM_001177971
5212	NM_001177970
5212	NM_001177969
2249	NM_002007
2249	
84317	NM_032357
84317	
115350	
115350	NM_001159397
115350	NM_052938
115350	NM_001159398
6923	NM_207013
6923	NM_007108
6923	
1738	NM_000108
1738	
1738	NM_001289751
1738	NM_001289750
1738	NM_001289752
26040	NM_001130110
26040	NM_015559
26040	
148003	NM_001190441
148003	
105375968	
353133	NM_178351
353133	NM_001276331
353133	
8665	
8665	NM_003754
286177	
8065	NM_003478
8065	
23352	NM_020765
23352	
51586	
51586	NM_015889
51586	NM_001293234
51586	NM_001003891
51586	NM_001293237
51586	NM_001293235
51586	NM_001293236
201305	NM_182538
201305	
100271259	
9939	
9939	NM_005105
102724307	
158399	NM_001007169
158399	
158399	NM_133464
4086	
4086	NM_005900
4086	NM_001003688
164118	
164118	NM_001105669
728393	NM_001242330
79415	
79415	NM_001193654
79415	NM_001033046
79415	NM_001100407
79415	NM_001193657
79415	NM_001193653
79415	NM_001100408
79415	NM_001193655
6625	
6625	NM_003089
6625	NM_001301069
256394	NM_001080451
10633	
10633	NM_006477
390259	NM_001098169
8110	NM_001280542
8110	
8110	NM_012074
8110	NM_001280544
8110	NM_001280543
56098	NM_032406
56098	
56098	NM_018928
10849	NM_012099
10849	
10849	NM_001297590
439934	
5346	NM_002666
5346	
5346	NM_001145311
147407	NM_001034172
56655	NM_019896
56655	
401247	
7693	
7693	NM_003435
201140	
201140	NM_001220493
201140	NM_001105571
8604	NM_003705
8604	
23541	NM_012429
23541	
23541	NM_001291932
23541	NM_033382
23541	NM_001204204
51032	
51032	NM_015849
2316	
2316	NM_001110556
2316	NM_001456
100216001	
80727	NM_025250
80727	
728373	NM_001242326
728373	
104355139	
29789	NM_013341
29789	NM_001011708
29789	
2006	NM_001278912
2006	NM_000501
2006	
2006	NM_001278913
2006	NM_001278914
2006	NM_001278915
2006	NM_001081752
2006	NM_001278916
2006	NM_001278917
2006	NM_001081754
2006	NM_001081753
2006	NM_001081755
2006	NM_001278918
2006	NM_001278939
7456	NM_003387
7456	
7456	NM_001077269
9757	NM_014727
9757	
164153	NM_203412
100132987	
4194	
4194	NM_002393
4194	NM_001278517
4194	NM_001278518
4194	NM_001278516
4194	NM_001278519
4194	NM_001204172
4194	NM_001204171
26253	NM_014358
26253	
1364	
1364	NM_001305
3292	NM_000413
3292	
15	NM_001166579
15	NM_001088
15	
91828	NM_001077594
91828	
10675	NM_001206945
10675	NM_001206942
10675	NM_001206943
10675	NM_006574
10675	
10675	NM_001206944
57018	NM_001308185
57018	NM_020307
57018	
25819	NM_012118
25819	
57060	NM_033008
57060	
57060	NM_001174100
57060	NM_020418
57060	NM_033010
222950	NM_173564
222950	
80270	NM_001142778
80270	NM_001142777
80270	NM_025193
80270	
192111	NM_138575
192111	NM_001170543
192111	NM_001170544
192111	
3603	
3603	NM_001172128
3603	NM_172217
3603	NM_004513
682	NM_198590
682	NM_198591
682	NM_001728
682	
682	NM_198589
389658	NM_207413
389658	
1586	NM_000102
1586	
79784	
79784	NM_001145809
79784	NM_001077186
79784	NM_024729
7709	
7709	NM_003443
7709	NM_001242884
7709	NM_001287604
7709	NM_001287603
3651	NM_000209
10398	NM_006097
10398	NM_181526
122622	NM_152328
122622	
122622	NM_199165
1397	NM_001270837
1397	NM_001312
1397	NM_001270841
1397	
64682	
64682	NM_022662
9665	NM_014647
9665	
9665	NM_001184998
9665	NM_001184999
105378057	
54623	NM_019088
54623	NM_001256826
54623	
6000	
6000	NM_001282773
6000	NM_001282775
6000	NM_001282778
6000	NM_002924
8671	NM_001098484
8671	
8671	NM_003759
8671	NM_001134742
22899	
22899	NM_173728
22899	NM_025014
728724	
2775	NM_020988
2775	
2775	NM_138736
7589	NM_145914
7589	
23426	NM_021150
23426	
23426	NM_001178074
3560	NM_000878
3560	
56475	NM_019845
60684	NM_021942
60684	
60684	NM_199053
254102	NM_001099409
254102	
91624	
91624	NM_144573
91624	NM_001172309
55769	
55769	NM_001277946
55769	NM_001277951
55769	NM_018300
55769	NM_001277947
55769	NM_001105549
55769	NM_001277949
55769	NM_001277952
55769	NM_001277945
55769	NM_001105551
55769	NM_001277948
55769	NM_001105552
55769	NM_001105550
112483	
112483	NM_133491
84893	NM_178150
84893	
84893	NM_032807
84893	NM_001258453
84893	NM_001258452
310	NM_001156
310	NM_004034
310	
353149	
353149	NM_178571
29015	
29015	NM_014096
29015	NM_199329
29015	NM_001278201
29015	NM_017611
29015	NM_001278206
144742	
80110	
80110	NM_025040
219738	
219738	NM_145306
442862	NM_001002758
442862	
162966	NM_198457
162966	
80004	
80004	NM_024939
100130958	NM_001129979
100130958	
115111	
115111	NM_001282356
115111	NM_052832
115111	NM_134266
115111	NM_001282357
53832	NM_014432
53832	
53832	NM_001278722
53832	NM_001278723
53832	NM_001278724
646625	NM_001105577
100506368	
10223	
10223	NM_005814
157574	
157574	NM_172366
157574	NM_001258211
10561	
10561	NM_006417
55500	NM_018638
55500	NM_001039481
55500	
100302692	
101928227	
9926	NM_014873
9926	
25880	
25880	NM_015421
1300	
1300	NM_000493
166348	
166348	NM_207335
100462977	NM_001190452
11078	NM_001039141
11078	
11078	NM_138632
11078	NM_007032
9173	NM_016232
9173	
9173	NM_003856
9173	NM_001282408
23130	
23130	NM_015104
100506286	
3275	NM_206962
3275	NM_001535
3275	
3275	NM_001242865
3275	NM_001242864
3275	NM_001242866
3275	NM_001286677
3275	NM_001286676
3275	NM_001286678
1615	NM_001349
1615	NM_001293312
1615	
23132	
23132	NM_015106
100505716	
64900	
64900	NM_001301860
22879	
22879	NM_014940
22879	NM_001286639
22879	NM_001286640
3948	
3948	NM_017448
3948	NM_002301
390037	NM_001005169
390037	
644591	NM_001123068
57531	NM_020771
57531	
100421577	
26539	NM_013940
25917	
25917	NM_015453
25917	NM_001114092
4107	NM_005364
4107	
4107	NM_001166400
4107	NM_001166401
196446	NM_182530
196446	
150274	NM_172002
150274	
51247	
51247	NM_016480
51247	NM_001033112
80821	NM_001160147
80821	NM_001160148
80821	NM_030637
80821	
100506119	
5306	NM_006224
5306	
9509	NM_014244
9509	
9509	NM_021599
3987	NM_033514
96626	NM_033514
96626	
153918	
153918	NM_001013623
55684	NM_001173989
55684	
55684	NM_024718
55362	
55362	NM_018426
90649	
90649	NM_052852
26138	
100874085	
6770	NM_000349
6770	
101929374	
8396	NM_003559
8396	
100287364	NM_001256859
100287364	
57048	
57048	NM_020360
57048	NM_001201576
344	
344	NM_000483
10979	
10979	NM_006832
10979	NM_001135000
10979	NM_001134999
100506314	
91252	
91252	NM_001128225
91252	NM_152264
57545	
57545	NM_001164720
57545	NM_001080522
57545	NM_020785
56203	
56203	NM_198271
56203	NM_001304418
595	NM_053056
595	
23350	
23350	NM_001080415
25818	NM_001077491
25818	NM_012427
25818	NM_001077492
25818	
102724334	
203111	NM_173549
203111	NM_001170806
100499483	
100499483	NM_020893
50937	NM_001243597
50937	
50937	NM_016952
389762	NM_207416
389762	
2248	NM_005247
79727	NM_024674
79727	
79149	NM_024303
79149	
55697	
55697	NM_018052
400660	
257000	
6517	NM_001042
6517	
134218	NM_001012339
134218	NM_194283
134218	
4824	NM_006167
4824	NM_001256339
100170841	NM_001130677
9745	
9745	NM_014717
7273	NM_133378
7273	NM_003319
7273	NM_001267550
7273	
7273	NM_133379
7273	NM_133432
7273	NM_001256850
7273	NM_133437
100132963	NM_001162936
100132963	
5210	NM_004567
5210	NM_001317136
5210	NM_001317135
5210	
22953	NM_170682
22953	NM_001282164
22953	NM_170683
22953	NM_012226
22953	NM_016318
22953	NM_174872
22953	NM_174873
22953	NM_001282165
50508	NM_015718
84964	
84964	NM_198867
84964	NM_032878
84964	NM_001297701
221785	
221785	NM_145115
255480	
54958	NM_017854
147007	NM_152464
147007	
54471	
54471	NM_001304564
54471	NM_019008
26098	
26098	NM_001202438
26098	NM_015608
2776	NM_002072
2776	
114801	NM_001258277
114801	NM_052913
114801	NM_001258276
114801	NM_001258278
158046	
158046	NM_145283
158046	NM_001161625
138255	NM_001010940
138255	NM_001308084
138255	NM_001308085
138255	NM_001308086
138255	
1639	NM_004082
1639	
1639	NM_023019
1639	NM_001135041
1639	NM_001190836
1639	NM_001135040
1639	NM_001190837
974	NM_001039933
974	NM_000626
974	
974	NM_021602
5708	NM_002808
5708	
5708	NM_001278709
5708	NM_001278708
64748	NM_022737
64748	
64748	NM_001170635
57731	
57731	NM_020971
57731	NM_025213
134860	NM_175057
6256	
6256	NM_001291920
6256	NM_002957
255313	NM_173571
223075	
223075	NM_194300
223075	NM_001257967
223075	NM_001257968
5097	NM_032420
5097	
5097	NM_002587
5097	NM_001278613
3836	NM_002264
3836	
6484	
6484	NM_001254757
6484	NM_006278
6484	NM_001254758
6484	NM_001254759
1380	NM_001877
1380	NM_001006658
1380	
54108	NM_017444
54108	
84269	
84269	NM_032309
207107	
22995	
22995	NM_001194998
22995	NM_014985
57369	NM_020660
6462	
6462	NM_001289115
6462	NM_001289114
6462	NM_001040
6462	NM_001289116
6462	NM_001146280
6462	NM_001146279
6462	NM_001146281
6462	NM_001289113
200765	NM_145702
23308	NM_001283050
23308	NM_001283052
23308	NM_015259
23308	
23308	NM_001283051
102723996	NM_001283050
102723996	NM_001283052
102723996	NM_015259
102723996	NM_001283051
51287	NM_016565
51287	
6677	
6677	NM_153189
6677	NM_001174044
6677	NM_003117
6677	NM_001174045
6677	NM_001174046
1406	
1406	NM_000554
151636	NM_138287
151636	
100130539	
100130539	NM_001258000
51275	
83439	NM_031283
83439	
51175	NM_016262
51175	
10056	NM_005687
8558	NM_001160367
8558	NM_001098533
8558	NM_052988
8558	
8558	NM_052987
7130	NM_007115
7130	
115330	
115330	NM_138445
115330	NM_001303474
115330	NM_001303473
135112	NM_001199619
135112	NM_001199620
135112	
135112	NM_001199621
135112	NM_001199622
135112	NM_001122842
135112	NM_181782
26003	
26003	NM_015530
26003	NM_001201428
6580	NM_003057
6580	
6580	NM_153187
222068	NM_182547
222068	NM_001303061
222068	NM_001303062
222068	NM_001303059
222068	NM_001303060
222068	NM_001303058
222068	
63948	NM_033067
63948	
23157	NM_145800
23157	NM_145802
23157	
23157	NM_015129
23157	NM_145799
327657	
327657	NM_001042518
327657	NM_001284276
327657	NM_175739
327657	NM_001284275
285598	NM_173664
285598	
9885	
9885	NM_144498
9885	NM_014835
9885	NM_001278649
9050	
9050	NM_024430
127833	NM_001136504
127833	NM_177402
106144568	
7750	
7750	NM_001190964
7750	NM_003453
7750	NM_001190965
7750	NM_197968
5352	
5352	NM_182943
5352	NM_000935
5796	NM_002844
5796	NM_001291981
5796	NM_001135648
5796	
5796	NM_001291984
574538	
201475	NM_001025300
201475	
9817	NM_203500
9817	
9817	NM_012289
101927798	
10623	
10623	NM_001303456
10623	NM_006468
10575	NM_006430
10575	
10575	NM_001256721
100093631	
81873	
81873	NM_030978
7539	NM_003408
7539	NM_001282518
7539	NM_001282515
100507170	NM_001242922
56950	
56950	NM_020197
51253	
51253	NM_016491
6095	NM_134261
