hgnc_id	hgnc	previous	synonyms	entrez
HGNC:18587	SUN1	UNC84A	KIAA0810, FLJ12407	23353
HGNC:14210	SUN2	UNC84B		25777
HGNC:22429	SUN3	SUNC1	MGC33329	256979
HGNC:16252	SUN5	SPAG4L	dJ726C3.1, TSARG4	140732
HGNC:11460	SUOX			6821
HGNC:11461	SUP45L1~withdrawn			
HGNC:11462	SUP45L2~withdrawn			
HGNC:11463	SUP45L3~withdrawn			
HGNC:11464	SUP45L4~withdrawn			
HGNC:11466	SUPT3H		SPT3, SPT3L	8464
HGNC:11467	SUPT4H1	SUPT4H	SPT4H	6827
HGNC:33981	SUPT4H1P			100190947
HGNC:11469	SUPT5H		SPT5H, SPT5, FLJ34157	6829
HGNC:11470	SUPT6H		KIAA0162, SPT6H	6830
HGNC:30632	SUPT7L		STAF65, gamma, KIAA0764, SPT7L	9913
HGNC:11465	SUPT16H		FACT, FACTP140, SPT16/CDC68, FLJ14010, FLJ10857, CDC68	11198
HGNC:31388	SUPT16HP1	SUPT16HP	bcm670	400011
HGNC:20596	SUPT20H	C13orf19, FAM48A	SPT20, bA421P11.4, P38IP	55578
HGNC:30773	SUPT20HL1	FAM48B1		100130302
HGNC:31797	SUPT20HL2	FAM48B2		170067
HGNC:11471	SUPV3L1		SUV3	6832
HGNC:11474	SURF1			6834
HGNC:11475	SURF2			6835
HGNC:11476	SURF4		ERV29, FLJ22993, MGC102753	6836
HGNC:11478	SURF6		FLJ30322, RRP14	6838
HGNC:37722	SURF6P1			643470
HGNC:11472	SUR~withdrawn			
HGNC:25413	SUSD1		DKFZP761E1824	64420
HGNC:30667	SUSD2		BK65A6.2, FLJ22778	56241
HGNC:33889	SUSD2P1			729568
HGNC:35197	SUSD2P2			729450
HGNC:28391	SUSD3		MGC26847	203328
HGNC:25470	SUSD4		FLJ10052	55061
HGNC:29061	SUSD5		KIAA0527	26032
HGNC:19956	SUSD6	KIAA0247		9766
HGNC:11479	SUV39H1	SUV39H	KMT1A	6839
HGNC:17287	SUV39H2		FLJ23414, KMT1B	79723
HGNC:24283	SUV420H1		CGI-85, KMT5B	51111
HGNC:28405	SUV420H2		MGC2705, KMT5C	84787
HGNC:17101	SUZ12		JJAZ1, KIAA0160, CHET9	23512
HGNC:32421	SUZ12P1	SUZ12P		440423
HGNC:43872	SUZ12P2			100421539
HGNC:20566	SV2A		SV2, KIAA0736	
HGNC:16874	SV2B		KIAA0735, HsT19680	9899
HGNC:30670	SV2C			22987
HGNC:15985	SVEP1	C9orf13	bA427L11.3, POLYDOM, FLJ13529	79987
HGNC:11480	SVIL			6840
HGNC:51219	SVIL-AS1			102724316
HGNC:44959	SVILP1			645954
HGNC:25238	SVIP		DKFZp313A2432	258010
HGNC:25417	SVOP		DKFZp761H039	55530
HGNC:27034	SVOPL		MGC46715	136306
HGNC:11481	SVP65~withdrawn			
HGNC:17070	SWAP70		KIAA0640, SWAP-70	23075
HGNC:31412	SWI5	C9orf119	bA395P17.9	375757
HGNC:26638	SWSAP1	C19orf39	FLJ35119, ZSWIM7AP1, SWS1AP1	126074
HGNC:16785	SWT1	C1orf26	FLJ20121, HsSwt1	54823
HGNC:16273	SYAP1		FLJ14495, PRO3113	94056
HGNC:11484	SYB1~withdrawn			
HGNC:11485	SYB2~withdrawn			
HGNC:26011	SYBU		FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL	55638
HGNC:28852	SYCE1	C10orf94	bA108K14.6, CT76	93426
HGNC:37236	SYCE1L		MRP2	100130958
HGNC:27411	SYCE2		CESC1	256126
HGNC:35245	SYCE3	C22orf41		644186
HGNC:18442	SYCN	INSSA1	SYL, FLJ27441	342898
HGNC:11487	SYCP1		HOM-TES-14, SCP1, CT8	6847
HGNC:11488	SYCP1L2~withdrawn			
HGNC:11489	SYCP1L3~withdrawn			
HGNC:11490	SYCP2		SCP2	10388
HGNC:21537	SYCP2L	C6orf177	dJ62D2.1, NO145	221711
HGNC:18130	SYCP3			50511
HGNC:25824	SYDE1		7h3, FLJ13511	85360
HGNC:25841	SYDE2		FLJ13815	84144
HGNC:19824	SYF2	CBPIN	p29, DKFZp564O2082, NTC31, fSAP29	25949
HGNC:19925	SYF2P1	CBPINP, SYF2P		317778
HGNC:38139	SYF2P2			100128275
HGNC:11491	SYK			6850
HGNC:11492	SYM1~withdrawn			
HGNC:11493	SYM2			
HGNC:22935	SYMPK		SYM, SPK	8189
HGNC:11494	SYN1			6853
HGNC:11495	SYN2		SYNII, SYNIIa, SYNIIb	6854
HGNC:11496	SYN3			8224
HGNC:28897	SYNC	SYNC1	SYNCOILIN	81493
HGNC:16918	SYNCRIP		NSAP1, GRY-RBP, dJ3J17.2, HNRPQ1, hnRNP-Q, HNRNPQ	10492
HGNC:15885	SYNDIG1	C20orf39, TMEM90B	FLJ14220, IFITMD5, SynDIG1	79953
HGNC:32388	SYNDIG1L	TMEM90A	capucin, IFITMD4	646658
HGNC:17089	SYNE1	C6orf98	SYNE-1B, KIAA0796, 8B, Nesprin-1, enaptin, MYNE1, CPG2, dJ45H2.2, SCAR8, ARCA1, Nesp1	23345
HGNC:40793	SYNE1-AS1			100505475
HGNC:17084	SYNE2		SYNE-2, DKFZP434H2235, Nesprin-2, NUANCE, NUA, KIAA1011, Nesp2	23224
HGNC:19861	SYNE3	C14orf49	FLJ25605, NET53, Nesprin-3, Nesp3	161176
HGNC:26703	SYNE4	C19orf46, DFNB76	FLJ36445, Nesprin-4, Nesp4	163183
HGNC:11497	SYNGAP1		SYNGAP, RASA5, KIAA1938	8831
HGNC:11498	SYNGR1			9145
HGNC:11499	SYNGR2			9144
HGNC:11500	SYNGR2P1	SYNGR2P		283698
HGNC:33947	SYNGR2P2			138916
HGNC:11501	SYNGR3			9143
HGNC:11502	SYNGR4			23546
HGNC:11503	SYNJ1		INPP5G, PARK20	8867
HGNC:11504	SYNJ2		INPP5H	8871
HGNC:41387	SYNJ2-IT1			
HGNC:18955	SYNJ2BP		Arip2	55333
HGNC:48350	SYNJ2BP-COX16			100529257
HGNC:24466	SYNM	DMN	KIAA0353, SYN	23336
HGNC:30672	SYNPO		KIAA1029	11346
HGNC:17732	SYNPO2		MYOPODIN	171024
HGNC:23532	SYNPO2L		FLJ12921	79933
HGNC:16507	SYNPR		MGC26651, SPO	132204
HGNC:40774	SYNPR-AS1			
HGNC:557	SYNRG	AP1GBP1	SYNG, MGC104959	11276
HGNC:11505	SYNS1~withdrawn			
HGNC:11506	SYP		MRX96	6855
HGNC:40571	SYP-AS1			
HGNC:11507	SYPL1	SYPL		
HGNC:27638	SYPL2		Mg29	284612
HGNC:11508	SYR~withdrawn			
HGNC:16162	SYS1	C20orf169	dJ453C12.4	90196
HGNC:33535	SYS1-DBNDD2			767557
HGNC:11509	SYT1	SYT, SVP65	P65	6857
HGNC:11510	SYT2			127833
HGNC:11511	SYT3			84258
HGNC:11512	SYT4		KIAA1342, HsT1192	6860
HGNC:11513	SYT5			6861
HGNC:18638	SYT6			148281
HGNC:11514	SYT7	PCANAP7	IPCA-7, SYT-VII, MGC150517	9066
HGNC:19264	SYT8		DKFZp434K0322	90019
HGNC:19265	SYT9			143425
HGNC:19266	SYT10			341359
HGNC:19239	SYT11		KIAA0080, MGC10881, MGC17226, DKFZp781D015	23208
HGNC:18381	SYT12		SRG1	91683
HGNC:14962	SYT13		KIAA1427	57586
HGNC:23143	SYT14		sytXIV, FLJ34198	255928
HGNC:33429	SYT14P1	SYT14L	SYTDEP, CHR415SYT	401135
HGNC:17167	SYT15		CHR10SYT	83849
HGNC:23142	SYT16	SYT14L	yt14r, CHR14SYT, Strep14	83851
HGNC:24119	SYT17			51760
HGNC:15834	SYTIP2~withdrawn			
HGNC:15584	SYTL1		SLP1, JFC1, FLJ14996, exophilin-7	84958
HGNC:15585	SYTL2		FLJ20163, FLJ21219, KIAA1597, exophilin-4, CHR11SYT, SLP2, SGA72M, MGC102768, PPP1R151	54843
HGNC:15587	SYTL3		SLP3, exophilin-6	94120
HGNC:15588	SYTL4			94121
HGNC:15589	SYTL5			94122
HGNC:20738	SYVN1		HRD1, DER3	84447
HGNC:30232	SZRD1	C1orf144	DKFZp566C0424	26099
HGNC:29040	SZT2	C1orf84, KIAA0467	FLJ10387, SZT2B, RP11-506B15.1, FLJ34502, SZT2A	23334
HGNC:41225	SZT2-AS1			
HGNC:11515	T			6862
HGNC:11516	T3D~withdrawn			
HGNC:17734	TAAR1	TRAR1	TAR1, TA1	134864
HGNC:4514	TAAR2	GPR58		9287
HGNC:4513	TAAR3	GPR57		9288
HGNC:31924	TAAR4P			503612
HGNC:30236	TAAR5		PNR	9038
HGNC:20978	TAAR6	TRAR4	TA4	319100
HGNC:31925	TAAR7P			503611
HGNC:14964	TAAR8	GPR102, TRAR5	TA5, TAR5	83551
HGNC:20977	TAAR9	TRAR3	TA3, TAR3	134860
HGNC:18157	TAB1	MAP3K7IP1		10454
HGNC:17075	TAB2	MAP3K7IP2	KIAA0733	23118
HGNC:30681	TAB3	MAP3K7IP3		257397
HGNC:20176	TAB3-AS1	CXorf29	OTTHUMG00000021331	727682
HGNC:40013	TAB3-AS2			
HGNC:37723	TAB3P1			643199
HGNC:11517	TAC1	TAC2, NKNA	NPK	6863
HGNC:11518	TAC1R~withdrawn			
HGNC:11520	TAC2R~withdrawn			
HGNC:11519	TAC2~withdrawn			
HGNC:11521	TAC3	NKNB	ZNEUROK1, NKB	6866
HGNC:16641	TAC4		HK-1, Pptc, PPT-C	255061
HGNC:11522	TACC1			6867
HGNC:44974	TACC1P1			219752
HGNC:11523	TACC2		AZU-1	10579
HGNC:11524	TACC3		ERIC1	10460
HGNC:11525	TACE~withdrawn			
HGNC:24316	TACO1	CCDC44		51204
HGNC:11526	TACR1	TAC1R	SPR, NK1R, NKIR	6869
HGNC:11527	TACR2	TAC2R, NKNAR	SKR, NK2R	6865
HGNC:11528	TACR3		NK3R	6870
HGNC:11530	TACSTD2	M1S1	TROP2, GA733-1, EGP-1	4070
HGNC:30631	TADA1	TADA1L	STAF42, ADA1, hADA1, HFI1	117143
HGNC:11531	TADA2A	TADA2L	ADA2, hADA2, ADA2A	6871
HGNC:30781	TADA2B		MGC21874	93624
HGNC:19422	TADA3	TADA3L	FLJ20221, FLJ21329, ADA3, hADA3, NGG1	10474
HGNC:11535	TAF1	TAF2A, BA2R, CCG1, CCGS, DYT3	NSCL2, TAFII250, KAT4, DYT3/TAF1	6872
HGNC:11532	TAF1A		TAFI48, SL1	9015
HGNC:40573	TAF1A-AS1			100506161
HGNC:11533	TAF1B		TAFI63, SL1, RAF1B, RAFI63	9014
HGNC:11534	TAF1C		TAFI110, TAFI95, SL1, MGC:39976	9013
HGNC:28759	TAF1D	JOSD3	MGC5306, TAF(I)41	79101
HGNC:18056	TAF1L			138474
HGNC:11536	TAF2	TAF2B	TAFII150, CIF150	6873
HGNC:17303	TAF3		TAF140, TAFII140	83860
HGNC:13648	TAF3A~withdrawn			
HGNC:13649	TAF3B~withdrawn			
HGNC:13650	TAF3C~withdrawn			
HGNC:13651	TAF3D~withdrawn			
HGNC:11537	TAF4	TAF4A, TAF2C1, TAF2C	TAFII130, TAFII135	6874
HGNC:11538	TAF4B	TAF2C2	TAFII105	6875
HGNC:11539	TAF5	TAF2D	TAFII100	6877
HGNC:17304	TAF5L		PAF65B	27097
HGNC:24115	TAF5LP1	TAF5LP	HsT33855	645744
HGNC:11540	TAF6	TAF2E	TAFII70, TAFII80, MGC:8964, TAFII85	6878
HGNC:17305	TAF6L		PAF65A	10629
HGNC:11541	TAF7	TAF2F	TAFII55	6879
HGNC:11548	TAF7L	TAF2Q	CT40	54457
HGNC:17300	TAF8	TBN	FLJ32821, TAF(II)43	129685
HGNC:11542	TAF9	TAF2G	TAFII31, TAFII32, TAFIID32, MGC5067, CGI-137, MGC1603, MGC3647, AD-004	6880
HGNC:17306	TAF9B	TAF9L	TAFII31L, DN-7, DN7, TFIID-31	51616
HGNC:30687	TAF9BP1			246135
HGNC:38836	TAF9BP2			100130319
HGNC:31743	TAF9P1			360002
HGNC:31744	TAF9P2			360003
HGNC:30678	TAF9P3		TAF2GL	163088
HGNC:11543	TAF10	TAF2H, TAF2A	TAFII30	6881
HGNC:11544	TAF11	TAF2I	TAFII28	6882
HGNC:11545	TAF12	TAF2J	TAFII20	6883
HGNC:11546	TAF13	TAF2K	TAFII18	6884
HGNC:18699	TAF13P1	TAF13P		246112
HGNC:38161	TAF13P2			100462886
HGNC:11547	TAF15	TAF2N	hTAFII68, RBP56, Npl3	8148
HGNC:15669	TAGAP		FLJ32631, IDDM21, ARHGAP47	117289
HGNC:11553	TAGLN		SM22, WS3-10, TAGLN1, SMCC, DKFZp686P11128	6876
HGNC:11554	TAGLN2		KIAA0120, HA1756	8407
HGNC:21739	TAGLN2P1			100418887
HGNC:31039	TAGLN2P2			642319
HGNC:29868	TAGLN3		NP25, NP22	29114
HGNC:11555	TAK1~withdrawn			
HGNC:11556	TAL1	TCL5	SCL, bHLHa17	6886
HGNC:11557	TAL2		bHLHa19	6887
HGNC:11559	TALDO1			6888
HGNC:11560	TALDO1P1	TALDO, TALDOP1	TAL-H	6889
HGNC:11558	TALDO~withdrawn			
HGNC:25187	TAMM41	C3orf31	MGC16471, DKFZp434E0519	132001
HGNC:11561	TAN1~withdrawn			
HGNC:29364	TANC1		KIAA1728, ROLSB	85461
HGNC:30212	TANC2		DKFZP564D166, FLJ10215, FLJ11824, KIAA1148, KIAA1636, rols, ROLSA	26115
HGNC:25439	TANGO2	C22orf25	DKFZp761P1121	128989
HGNC:25749	TANGO6	TMCO7	FLJ12688, KIAA1746	79613
HGNC:11562	TANK	TRAF2	I-TRAF	10010
HGNC:29259	TAOK1		KIAA1361, MARKK, PSK2, MAP3K16, FLJ14314, TAO1	57551
HGNC:16835	TAOK2		TAO1, KIAA0881, PSK, PSK1, TAO2, MAP3K17	9344
HGNC:18133	TAOK3		JIK, DPK, MAP3K18	51347
HGNC:43	TAP1	ABCB2	PSF1, RING4, D6S114E	6890
HGNC:44	TAP2	ABCB3	PSF2, RING11, D6S217E	6891
HGNC:11565	TAPA1~withdrawn			
HGNC:11566	TAPBP		TAPA	6892
HGNC:30683	TAPBPL		TAPBP-R, FLJ10143, TAPBPR	55080
HGNC:26887	TAPT1		FLJ90013	202018
HGNC:26832	TAPT1-AS1		FLJ39653	202020
HGNC:11567	TAPVR1			
HGNC:11568	TARBP1		TRP-185, TRM3	6894
HGNC:11569	TARBP2			6895
HGNC:11570	TARBP2P		TRBP	6896
HGNC:11571	TARDBP		TDP-43, ALS10	23435
HGNC:16536	TARDBPP1	TARDBPL	bA318P23.1	643503
HGNC:39848	TARDBPP2			440142
HGNC:50506	TARID	EYA4-AS1		100507308
HGNC:37250	TARM1			441864
HGNC:11572	TARS			6897
HGNC:30740	TARS2	TARSL1	FLJ12528	80222
HGNC:43712	TARS2P1			100533844
HGNC:24728	TARSL2		FLJ25005	123283
HGNC:14448	TAS1R1	GPR70	T1R1, TR1	
HGNC:14905	TAS1R2	GPR71	T1R2, TR2	80834
HGNC:15661	TAS1R3		T1R3	83756
HGNC:14909	TAS2R1		T2R1, TRB7	50834
HGNC:20615	TAS2R2P	TAS2R2	T2R02, T2R2	338396
HGNC:14910	TAS2R3		T2R3	50831
HGNC:14911	TAS2R4		T2R4	50832
HGNC:14912	TAS2R5		T2R5	54429
HGNC:20616	TAS2R6P	TAS2R6	T2R06, T2R6	448990
HGNC:14913	TAS2R7		T2R7, TRB4	50837
HGNC:14915	TAS2R8		T2R8, TRB5	50836
HGNC:14917	TAS2R9		T2R9, TRB6	50835
HGNC:14918	TAS2R10		T2R10, TRB2	50839
HGNC:19103	TAS2R12P	TAS2R12	T2R12	266656
HGNC:14919	TAS2R13		T2R13, TRB3	50838
HGNC:14920	TAS2R14		T2R14, TRB1	50840
HGNC:19106	TAS2R15P	TAS2R15	T2R15, PS8	266657
HGNC:14921	TAS2R16		T2R16	50833
HGNC:19107	TAS2R18P	TAS2R65P, TAS2R18	T2R18, TAS2R65	338414
HGNC:19108	TAS2R19	TAS2R48, TAS2R23	T2R19, T2R23	259294
HGNC:19109	TAS2R20	TAS2R49	T2R20, T2R56	259295
HGNC:19110	TAS2R22		T2R22	266661
HGNC:19111	TAS2R23~withdrawn			
HGNC:19112	TAS2R30	TAS2R47	T2R30	259293
HGNC:19113	TAS2R31	TAS2R44	T2R31, T2R53	259290
HGNC:19114	TAS2R33		T2R33	266665
HGNC:19115	TAS2R36		T2R36	266666
HGNC:19116	TAS2R37		T2R37	266667
HGNC:9584	TAS2R38	PTC	T2R61	5726
HGNC:18886	TAS2R39			259285
HGNC:18885	TAS2R40	GPR60		259286
HGNC:18883	TAS2R41		T2R59	259287
HGNC:18888	TAS2R42		T2R24, T2R55, hT2R55, TAS2R55	353164
HGNC:18875	TAS2R43		T2R52	259289
HGNC:18881	TAS2R44~withdrawn			
HGNC:18876	TAS2R45	GPR59	ZG24P	259291
HGNC:18877	TAS2R46		T2R54	259292
HGNC:18878	TAS2R47~withdrawn			
HGNC:18879	TAS2R48~withdrawn			
HGNC:18880	TAS2R49~withdrawn			
HGNC:18882	TAS2R50		T2R51	259296
HGNC:20639	TAS2R60		T2R60	338398
HGNC:20640	TAS2R62P		T2R62, TAS2R62	338399
HGNC:20641	TAS2R63P			338413
HGNC:20642	TAS2R64P		T2R64, T2R64P	338412
HGNC:20643	TAS2R65P~withdrawn			
HGNC:43898	TAS2R67P			448991
HGNC:43905	TAS2R68P		T2R68P, PS7	100653053
HGNC:15859	TASP1	C20orf13	FLJ20212, dJ585I14.2	55617
HGNC:11573	TAT			6898
HGNC:51369	TAT-AS1			100132529
HGNC:24220	TATDN1		CDA11	83940
HGNC:45058	TATDN1P1			728737
HGNC:28988	TATDN2		KIAA0218	9797
HGNC:39254	TATDN2P1			100131103
HGNC:39255	TATDN2P2			100272205
HGNC:39256	TATDN2P3			100420458
HGNC:27010	TATDN3			128387
HGNC:11575	TAX1BP1		TXBP151, CALCOCO3	8887
HGNC:11576	TAX1BP2~withdrawn			
HGNC:30684	TAX1BP3		TIP-1	30851
HGNC:11574	TAX~withdrawn			
HGNC:11577	TAZ	CMD3A, EFE2, EFE	BTHS, XAP-2, G4.5	6901
HGNC:23511	TBATA	C10orf27	FLJ32820, spatial	219793
HGNC:11578	TBC1D1		TBC, TBC1, KIAA1108	23216
HGNC:18026	TBC1D2		PARIS1, TBC1D2A, Armus	55357
HGNC:29183	TBC1D2B		KIAA1055	23102
HGNC:19031	TBC1D3		TBC1D3A, DKFZp434P2235, PRC17	729873
HGNC:27011	TBC1D3B	TBC1D3I	PRC17	414059
HGNC:24889	TBC1D3C		MGC44903	414060
HGNC:28944	TBC1D3D			101060389
HGNC:27071	TBC1D3E			102723859
HGNC:18257	TBC1D3F			84218
HGNC:29860	TBC1D3G			101060321
HGNC:30708	TBC1D3H			729877
HGNC:32709	TBC1D3I			102724862
HGNC:51247	TBC1D3J			100510707
HGNC:51245	TBC1D3K			101060351
HGNC:51246	TBC1D3L			101060376
HGNC:27445	TBC1D3P1			
HGNC:42362	TBC1D3P1-DHX40P1			653645
HGNC:27783	TBC1D3P2			440452
HGNC:32408	TBC1D3P3	USP6P1		653017
HGNC:32409	TBC1D3P4	USP6P2		100631253
HGNC:43567	TBC1D3P5			440419
HGNC:43568	TBC1D3P6			101928566
HGNC:43569	TBC1D3P7			
HGNC:19165	TBC1D4		KIAA0603, AS160, DKFZp779C0666	9882
HGNC:40874	TBC1D4-AS1~withdrawn			
HGNC:19166	TBC1D5		KIAA0210	9779
HGNC:21066	TBC1D7		dJ257A7.3, FLJ32666	51256
HGNC:17791	TBC1D8		HBLP1, VRP, AD3	11138
HGNC:24715	TBC1D8B		FLJ20298, RP11-321G1.1	54885
HGNC:21710	TBC1D9		KIAA0882, MDR1	23158
HGNC:29097	TBC1D9B		KIAA0676	23061
HGNC:23609	TBC1D10A	TBC1D10	EPI64, AC004997.C22.2	83874
HGNC:24510	TBC1D10B		DKFZP434P1750, Rab27A-GAPbeta, FLJ13130, EPI64B	26000
HGNC:24702	TBC1D10C		FLJ00332, Carabin, EPI64C	374403
HGNC:29082	TBC1D12		KIAA0608	23232
HGNC:25571	TBC1D13		FLJ10743	54662
HGNC:29246	TBC1D14		KIAA1322	57533
HGNC:25694	TBC1D15		FLJ12085, DKFZp761D0223	64786
HGNC:28356	TBC1D16		MGC25062, FLJ20748	125058
HGNC:25699	TBC1D17		FLJ12168	79735
HGNC:25624	TBC1D19		FLJ11082	55296
HGNC:16133	TBC1D20	C20orf140	dJ852M4.2	128637
HGNC:28536	TBC1D21		MGC34741, MgcRabGAP	161514
HGNC:1309	TBC1D22A	C22orf4		25771
HGNC:51221	TBC1D22A-AS1			642757
HGNC:21602	TBC1D22B	C6orf197	FLJ20337, dJ744I24.2	55633
HGNC:25622	TBC1D23		FLJ11046	55773
HGNC:29203	TBC1D24	DFNB86	KIAA1171, TLDC6, DFNA65	57465
HGNC:8092	TBC1D25	OATL1		4943
HGNC:28745	TBC1D26		MGC51025	353149
HGNC:28104	TBC1D27			96597
HGNC:26858	TBC1D28		FLJ40244	254272
HGNC:24509	TBC1D29		DKFZP434O047	26083
HGNC:29164	TBC1D30		KIAA0984	23329
HGNC:30888	TBC1D31	WDR67	MGC21654, Gm85	93594
HGNC:21485	TBC1D32	C6orf171, C6orf170	FLJ30899, dJ310J6.1, FLJ34235, bA57L9.1, BROMI	221322
HGNC:11579	TBCA			6902
HGNC:42630	TBCAP1			494540
HGNC:42631	TBCAP2			494541
HGNC:42632	TBCAP3			101290501
HGNC:1989	TBCB	CKAP1	CG22, CKAPI	1155
HGNC:11580	TBCC		CFC	6903
HGNC:25546	TBCCD1		FLJ10560	55171
HGNC:11581	TBCD			6904
HGNC:11582	TBCE	KCS, HRD	KCS1, pac2	6905
HGNC:49387	TBCE-AS1~withdrawn			
HGNC:28115	TBCEL	LRRC35	MGC10233	219899
HGNC:28261	TBCK		MGC16169, HSPC302	93627
HGNC:13892	TBG~withdrawn			
HGNC:11584	TBK1		NAK	29110
HGNC:30140	TBKBP1		ProSAPiP2, KIAA0775	9755
HGNC:11585	TBL1X	TBL1	EBI	6907
HGNC:29529	TBL1XR1		IRA1, FLJ12894, TBLR1, C21, DC42	79718
HGNC:41243	TBL1XR1-AS1			
HGNC:18502	TBL1Y		TBL1	90665
HGNC:23979	TBL1YP1			286555
HGNC:11586	TBL2		WS-betaTRP, WBSCR13, DKFZP43N024	26608
HGNC:11587	TBL3		SAZD, UTP13	10607
HGNC:11588	TBP	GTF2D1, SCA17	TFIID	6908
HGNC:11589	TBPL1		TLP, STUD, TRF2, TLF	9519
HGNC:19841	TBPL2		TRF3, TBP2	387332
HGNC:11590	TBR1			10716
HGNC:29551	TBRG1		FLJ14621, TB-5, NIAM	84897
HGNC:17443	TBRG4		Cpr2, KIAA0948, H_TD2522F11.8, FASTKD4	9238
HGNC:11591	TBS~withdrawn			
HGNC:11592	TBX1	VCF	CATCH22	6899
HGNC:11597	TBX2			6909
HGNC:50355	TBX2-AS1			
HGNC:11602	TBX3	UMS	TBX3-ISO, XHL	6926
HGNC:11603	TBX4			9496
HGNC:11604	TBX5	HOS		6910
HGNC:27402	TBX5-AS1			255480
HGNC:11605	TBX6			6911
HGNC:11606	TBX7~withdrawn			
HGNC:11593	TBX10	TBX7	TBX13	347853
HGNC:17803	TBX14~withdrawn			
HGNC:11594	TBX15	TBX14		6913
HGNC:11595	TBX18			9096
HGNC:11596	TBX19		dj747L4.1, TPIT	9095
HGNC:11598	TBX20			57057
HGNC:11599	TBX21		TBLYM, T-bet	30009
HGNC:11600	TBX22	CPX, CLPA		50945
HGNC:11601	TBX23P	TBX23		57160
HGNC:11607	TBXA1R			6914
HGNC:11608	TBXA2R			
HGNC:11609	TBXAS1		CYP5, CYP5A1, THAS, TXS, TXAS, TS	6916
HGNC:19859	TC2N	C14orf47, MTAC2D1	FLJ36557, Tac2-N, C2CD1	123036
HGNC:22201	TCAF1	FAM115A	KIAA0738	9747
HGNC:33604	TCAF1P1	FAM115B		653199
HGNC:26878	TCAF2	FAM139A, FAM115C	FLJ40722	285966
HGNC:33603	TCAF2P1	FAM139B, FAM115D	FLJ40722-like	653691
HGNC:25241	TCAIM	C3orf23	DKFZp313N0621, TOAG-1	285343
HGNC:30707	TCAM1P	TCAM1		146771
HGNC:11610	TCAP	LGMD2G	T-cap, TELE, telethonin, CMD1N	8557
HGNC:11611	TCD~withdrawn			
HGNC:11612	TCEA1	TCEA, GTF2S	SII, TF2S, TFIIS	6917
HGNC:11613	TCEA1P1	GTF2SP, TCEA1P		6918
HGNC:29891	TCEA1P2		TCEA1	399511
HGNC:30569	TCEA1P3			340501
HGNC:31091	TCEA1P4			100421350
HGNC:11614	TCEA2		TFIIS	6919
HGNC:11615	TCEA3		TFIIS.H	6920
HGNC:11616	TCEAL1		p21, pp21, SIIR, P21, WEX9	9338
HGNC:29818	TCEAL2		my048, MY0876G05, WEX1	140597
HGNC:28247	TCEAL3		MGC15737, WEX8	85012
HGNC:41191	TCEAL3-AS1			
HGNC:26121	TCEAL4		FLJ21174, WEX7	79921
HGNC:39582	TCEAL4P1			
HGNC:22282	TCEAL5		WEX4	340543
HGNC:24553	TCEAL6		WEX2	158931
HGNC:28336	TCEAL7		MGC23947, WEX5	56849
HGNC:28683	TCEAL8		MGC45400, WEX3	90843
HGNC:45245	TCEAL8P1			101059982
HGNC:28277	TCEANC		MGC17403	170082
HGNC:26494	TCEANC2	C1orf83	FLJ32112	127428
HGNC:11617	TCEB1		SIII	6921
HGNC:11618	TCEB1P1~withdrawn			
HGNC:17762	TCEB1P2			283747
HGNC:29457	TCEB1P3		dJ254P11.1	644540
HGNC:38141	TCEB1P4			100462873
HGNC:38140	TCEB1P5			100288493
HGNC:38142	TCEB1P6			100462867
HGNC:38143	TCEB1P7			
HGNC:38144	TCEB1P8			
HGNC:38145	TCEB1P9			
HGNC:38146	TCEB1P10			100462871
HGNC:38147	TCEB1P11			
HGNC:38148	TCEB1P12			
HGNC:38149	TCEB1P13			
HGNC:38150	TCEB1P14			100462876
HGNC:38151	TCEB1P15			
HGNC:38152	TCEB1P16			
HGNC:38153	TCEB1P17			
HGNC:38154	TCEB1P18			100130626
HGNC:38155	TCEB1P19			100462880
HGNC:38156	TCEB1P20			100287778
HGNC:38157	TCEB1P21			
HGNC:38158	TCEB1P22			100287579
HGNC:38159	TCEB1P23			100462881
HGNC:38160	TCEB1P24	TCEB1P25		100287692
HGNC:38525	TCEB1P25~withdrawn			
HGNC:38731	TCEB1P26			101059905
HGNC:31692	TCEB1P27			
HGNC:49169	TCEB1P28			100287483
HGNC:49170	TCEB1P29			100132973
HGNC:49171	TCEB1P30			
HGNC:49172	TCEB1P31			100422582
HGNC:49173	TCEB1P32			
HGNC:49174	TCEB1P33			101928827
HGNC:49175	TCEB1P34			
HGNC:49176	TCEB1P35			
HGNC:11619	TCEB2		SIII	6923
HGNC:39719	TCEB2P1			246717
HGNC:39720	TCEB2P2			253665
HGNC:39721	TCEB2P3			100856810
HGNC:39722	TCEB2P4			100874519
HGNC:11620	TCEB3		SIII, TCEB3A	6924
HGNC:50582	TCEB3-AS1			100506963
HGNC:30771	TCEB3B		HsT832, TCEB3L	51224
HGNC:24617	TCEB3C		HsT829, TCEB3L2	162699
HGNC:31007	TCEB3CL		HsT828	728929
HGNC:33511	TCEB3CL2			100506888
HGNC:15630	TCERG1	TAF2S	CA150, Urn1	10915
HGNC:23533	TCERG1L		FLJ38950	256536
HGNC:49532	TCERG1L-AS1			101927489
HGNC:11633	TCF3		E2A, ITF1, MGC129647, MGC129648, bHLHb21, VDIR, E47	6929
HGNC:49742	TCF3P1			100129107
